-13.5	6	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.013824442382156	0.000000000000000	0.015872507920253	0.000000000000000	0.002016064514064	0.000000000000000	0.025664821274281	0.000000000000000	0.003200102403277	0.000000000000000	-0.008736279560946	0.000000000000000	0.003136100355211	0.000000000000000	-0.005792185349931	0.000000000000000	-0.007744247815930	0.000000000000000	0.003872123907965	0.000000000000000	-0.016480527376876	0.000000000000000	-0.007520240647701	0.000000000000000	0.005408173061538	0.000000000000000	-0.011040353291305	0.000000000000000	-0.001184037889212	0.000000000000000	-0.014080450574418	0.000000000000000	0.009696310281929	0.000000000000000	-0.013184421901501	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-14.0	5	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.009952318474191	0.000000000000000	0.015744503824122	0.000000000000000	0.020128644116612	0.000000000000000	-0.013216422925534	0.000000000000000	0.011840378892125	0.000000000000000	-0.025440814106051	0.000000000000000	-0.006688214022849	0.000000000000000	0.003936125956031	0.000000000000000	-0.002592082946654	0.000000000000000	-0.018976607251432	0.000000000000000	-0.006592210950750	0.000000000000000	-0.004992159749112	0.000000000000000	-0.004608147460719	0.000000000000000	-0.006272200710423	0.000000000000000	-0.008160261128356	0.000000000000000	-0.020128644116612	0.000000000000000	-0.007168229383340	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-14.5	4	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.012064386060354	0.000000000000000	0.006592210950750	0.000000000000000	0.022720727063266	0.000000000000000	0.016224519184614	0.000000000000000	0.026464846875100	0.000000000000000	-0.001984063490032	0.000000000000000	0.003232103427310	0.000000000000000	0.005056161797178	0.000000000000000	0.010656341002912	0.000000000000000	-0.004000128004096	0.000000000000000	-0.000992031745016	0.000000000000000	-0.022208710678742	0.000000000000000	0.000608019456623	0.000000000000000	0.004320138244424	0.000000000000000	0.006048193542193	0.000000000000000	-0.005216166917341	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-15.0	3	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.015296489487664	0.000000000000000	-0.001568050177606	0.000000000000000	0.008896284681110	0.000000000000000	-0.008576274440782	0.000000000000000	-0.031681013792441	0.000000000000000	-0.002368075778425	0.000000000000000	-0.016896540689302	0.000000000000000	-0.005344171013472	0.000000000000000	0.000704022528721	0.000000000000000	0.002400076802458	0.000000000000000	0.000672021504688	0.000000000000000	-0.016320522256712	0.000000000000000	-0.006560209926718	0.000000000000000	-0.005888188422030	0.000000000000000	-0.007936253960127	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-15.5	2	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.015392492559762	0.000000000000000	0.029984959518705	0.000000000000000	0.024416781337003	0.000000000000000	0.030560977951294	0.000000000000000	-0.000992031745016	0.000000000000000	0.005728183301866	0.000000000000000	0.006496207878652	0.000000000000000	-0.000768024576786	0.000000000000000	-0.000864027648885	0.000000000000000	0.005696182277833	0.000000000000000	0.003488111619572	0.000000000000000	0.008864283657077	0.000000000000000	0.004512144388620	0.000000000000000	-0.009568306185798	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-16.0	1	-0.000160005120164	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.018272584722711	0.000000000000000	0.000384012288393	0.000000000000000	0.003776120835867	0.000000000000000	0.017312554001728	0.000000000000000	-0.012992415757304	0.000000000000000	-0.027232871451886	0.000000000000000	-0.004896156677014	0.000000000000000	-0.004032129028129	0.000000000000000	-0.007136228359307	0.000000000000000	-0.004000128004096	0.000000000000000	-0.022592722967135	0.000000000000000	-0.003360107523441	0.000000000000000	-0.006528208902685	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
	COL	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53
	Xcm	-13.0	-12.5	-12.0	-11.5	-11.0	-10.5	-10.0	-9.5	-9.0	-8.5	-8.0	-7.5	-7.0	-6.5	-6.0	-5.5	-5.0	-4.5	-4.0	-3.5	-3.0	-2.5	-2.0	-1.5	-1.0	-0.5	0.0	0.5	1.0	1.5	2.0	2.5	3.0	3.5	4.0	4.5	5.0	5.5	6.0	6.5	7.0	7.5	8.0	8.5	9.0	9.5	10.0	10.5	11.0	11.5	12.0	12.5	13.0

Calibration Factors
Ycm	ROW	
16.0	65	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.097831590000000	0.000000000000000	1.109938008000000	0.000000000000000	1.084013937000000	0.000000000000000	1.090294354000000	0.000000000000000	1.103676185000000	0.000000000000000	1.109954652000000	0.000000000000000	1.093118753000000	0.000000000000000	1.071056733000000	0.000000000000000	1.085542565000000	0.000000000000000	1.086753009000000	0.000000000000000	1.077162060000000	0.000000000000000	1.121160109000000	0.000000000000000	1.106880415000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
15.5	64	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.071951413000000	0.000000000000000	1.058049703000000	0.000000000000000	1.091947670000000	0.000000000000000	1.072328059000000	0.000000000000000	1.088167945000000	0.000000000000000	1.107044674000000	0.000000000000000	1.111608366000000	0.000000000000000	1.067711159000000	0.000000000000000	1.074363588000000	0.000000000000000	1.035130683000000	0.000000000000000	1.071139149000000	0.000000000000000	1.076515796000000	0.000000000000000	1.108893294000000	0.000000000000000	1.058222424000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
15.0	63	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.061691390000000	0.000000000000000	1.008129879000000	0.000000000000000	1.006603834000000	0.000000000000000	0.978662980700000	0.000000000000000	1.013586618000000	0.000000000000000	1.017631036000000	0.000000000000000	1.029507134000000	0.000000000000000	1.028343174000000	0.000000000000000	1.021531586000000	0.000000000000000	0.989203604200000	0.000000000000000	0.997055447300000	0.000000000000000	1.008401099000000	0.000000000000000	0.991628084200000	0.000000000000000	1.032834549000000	0.000000000000000	1.080147785000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
14.5	62	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.078651893000000	0.000000000000000	1.074885495000000	0.000000000000000	1.069940149000000	0.000000000000000	1.097621066000000	0.000000000000000	1.077893695000000	0.000000000000000	1.105759860000000	0.000000000000000	1.057035130000000	0.000000000000000	1.106424565000000	0.000000000000000	1.141879655000000	0.000000000000000	1.064163019000000	0.000000000000000	1.064806271000000	0.000000000000000	1.076585923000000	0.000000000000000	1.060190062000000	0.000000000000000	1.076513517000000	0.000000000000000	1.100175087000000	0.000000000000000	1.106820511000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
14.0	61	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.001475392000000	0.000000000000000	0.994802396900000	0.000000000000000	1.000425684000000	0.000000000000000	0.972508373300000	0.000000000000000	0.993024087200000	0.000000000000000	1.011356283000000	0.000000000000000	1.011909219000000	0.000000000000000	0.987600022600000	0.000000000000000	0.979991857300000	0.000000000000000	0.987952293200000	0.000000000000000	0.992113945600000	0.000000000000000	1.004600489000000	0.000000000000000	1.010587813000000	0.000000000000000	1.009686970000000	0.000000000000000	0.997184377500000	0.000000000000000	1.027561474000000	0.000000000000000	1.014376394000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
13.5	60	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.108983699000000	0.000000000000000	1.098023524000000	0.000000000000000	1.075661744000000	0.000000000000000	1.097460922000000	0.000000000000000	1.071374870000000	0.000000000000000	1.063215874000000	0.000000000000000	1.049233699000000	0.000000000000000	1.083166541000000	0.000000000000000	1.090204087000000	0.000000000000000	1.099951701000000	0.000000000000000	1.070656641000000	0.000000000000000	1.062941863000000	0.000000000000000	1.088809616000000	0.000000000000000	1.056527701000000	0.000000000000000	1.060422220000000	0.000000000000000	1.068090185000000	0.000000000000000	1.107957810000000	0.000000000000000	1.059667143000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
13.0	59	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.017564415000000	0.000000000000000	0.997516382200000	0.000000000000000	1.016755062000000	0.000000000000000	1.038186595000000	0.000000000000000	1.027600375000000	0.000000000000000	0.972246422300000	0.000000000000000	1.019750070000000	0.000000000000000	0.979179583200000	0.000000000000000	1.015678703000000	0.000000000000000	1.016574976000000	0.000000000000000	1.024088561000000	0.000000000000000	0.980425564800000	0.000000000000000	1.022695390000000	0.000000000000000	1.015635621000000	0.000000000000000	1.022081352000000	0.000000000000000	0.993750067100000	0.000000000000000	1.006064374000000	0.000000000000000	1.022538800000000	0.000000000000000	0.990631406600000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
12.5	58	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.081624406000000	0.000000000000000	1.084315271000000	0.000000000000000	1.074462436000000	0.000000000000000	1.044286231000000	0.000000000000000	1.048276118000000	0.000000000000000	1.090669432000000	0.000000000000000	1.061642393000000	0.000000000000000	1.062696076000000	0.000000000000000	1.083514700000000	0.000000000000000	1.080934816000000	0.000000000000000	1.088184560000000	0.000000000000000	1.051526989000000	0.000000000000000	1.069329368000000	0.000000000000000	1.051504505000000	0.000000000000000	1.054944665000000	0.000000000000000	1.088602732000000	0.000000000000000	1.093929262000000	0.000000000000000	1.085099491000000	0.000000000000000	1.065806283000000	0.000000000000000	1.057610052000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
12.0	57	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.028678217000000	0.000000000000000	1.024010460000000	0.000000000000000	0.987103145700000	0.000000000000000	1.006474320000000	0.000000000000000	1.000922527000000	0.000000000000000	0.986609098400000	0.000000000000000	1.000065919000000	0.000000000000000	1.068127695000000	0.000000000000000	1.011122621000000	0.000000000000000	0.986975239200000	0.000000000000000	0.997040679300000	0.000000000000000	1.003560776000000	0.000000000000000	0.983316000900000	0.000000000000000	1.016992704000000	0.000000000000000	0.981943944300000	0.000000000000000	1.018942877000000	0.000000000000000	0.990752507500000	0.000000000000000	0.990040945900000	0.000000000000000	0.989339572500000	0.000000000000000	1.013336462000000	0.000000000000000	1.005490266000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
11.5	56	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.082228772000000	0.000000000000000	1.073643143000000	0.000000000000000	1.103273664000000	0.000000000000000	1.083137386000000	0.000000000000000	1.095451920000000	0.000000000000000	1.085396335000000	0.000000000000000	1.071903665000000	0.000000000000000	1.092785381000000	0.000000000000000	1.069585671000000	0.000000000000000	1.072390001000000	0.000000000000000	1.075910894000000	0.000000000000000	1.053866531000000	0.000000000000000	1.072233732000000	0.000000000000000	1.068097678000000	0.000000000000000	1.080573474000000	0.000000000000000	1.079524693000000	0.000000000000000	1.062850431000000	0.000000000000000	1.069894029000000	0.000000000000000	1.091091469000000	0.000000000000000	1.059905757000000	0.000000000000000	1.089293251000000	0.000000000000000	1.075821043000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
11.0	55	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.012729113000000	0.000000000000000	1.022799013000000	0.000000000000000	1.028863194000000	0.000000000000000	0.989458256900000	0.000000000000000	0.964785380600000	0.000000000000000	1.013868194000000	0.000000000000000	0.985470577100000	0.000000000000000	1.006467995000000	0.000000000000000	0.994680815800000	0.000000000000000	0.998937256600000	0.000000000000000	0.989435227500000	0.000000000000000	0.987918011500000	0.000000000000000	1.012420913000000	0.000000000000000	1.007406433000000	0.000000000000000	1.012470795000000	0.000000000000000	1.004443547000000	0.000000000000000	1.002523310000000	0.000000000000000	1.021894111000000	0.000000000000000	0.984635895300000	0.000000000000000	1.017627980000000	0.000000000000000	1.007934324000000	0.000000000000000	0.997421427100000	0.000000000000000	1.026407682000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
10.5	54	0.000000000000000	0.000000000000000	0.000000000000000	1.090191840000000	0.000000000000000	1.075200823000000	0.000000000000000	1.063015457000000	0.000000000000000	1.096160691000000	0.000000000000000	1.053193316000000	0.000000000000000	1.100480857000000	0.000000000000000	1.047143418000000	0.000000000000000	1.078235671000000	0.000000000000000	1.059835929000000	0.000000000000000	1.068918950000000	0.000000000000000	1.075193418000000	0.000000000000000	1.113037831000000	0.000000000000000	1.069132776000000	0.000000000000000	1.059033909000000	0.000000000000000	1.042931527000000	0.000000000000000	1.066011595000000	0.000000000000000	1.052078400000000	0.000000000000000	1.089243846000000	0.000000000000000	1.093339972000000	0.000000000000000	1.051599336000000	0.000000000000000	1.036555798000000	0.000000000000000	1.117923578000000	0.000000000000000	1.063799612000000	0.000000000000000	1.071139099000000	0.000000000000000	0.000000000000000	0.000000000000000
10.0	53	0.000000000000000	0.000000000000000	1.018925814000000	0.000000000000000	0.997562380300000	0.000000000000000	1.011175376000000	0.000000000000000	1.022742463000000	0.000000000000000	1.014258148000000	0.000000000000000	1.000659529000000	0.000000000000000	0.999362350800000	0.000000000000000	0.989019085400000	0.000000000000000	0.976541122500000	0.000000000000000	0.974941619000000	0.000000000000000	1.004670655000000	0.000000000000000	0.980333840800000	0.000000000000000	1.004407296000000	0.000000000000000	1.001548450000000	0.000000000000000	0.985510715500000	0.000000000000000	0.986949831800000	0.000000000000000	0.971264858700000	0.000000000000000	1.003093302000000	0.000000000000000	0.988869868400000	0.000000000000000	1.010532071000000	0.000000000000000	0.964614496900000	0.000000000000000	1.046459120000000	0.000000000000000	1.008733330000000	0.000000000000000	0.994578440200000	0.000000000000000	1.017477124000000	0.000000000000000	0.000000000000000
9.5	52	0.000000000000000	1.062812798000000	0.000000000000000	1.068621961000000	0.000000000000000	1.089543194000000	0.000000000000000	1.071393765000000	0.000000000000000	1.051934616000000	0.000000000000000	1.047577751000000	0.000000000000000	1.078234960000000	0.000000000000000	1.059038213000000	0.000000000000000	1.043505450000000	0.000000000000000	1.084181762000000	0.000000000000000	1.055286554000000	0.000000000000000	1.073250304000000	0.000000000000000	1.050648617000000	0.000000000000000	1.107477083000000	0.000000000000000	1.068773457000000	0.000000000000000	1.057784308000000	0.000000000000000	1.087850475000000	0.000000000000000	1.054323374000000	0.000000000000000	1.070925391000000	0.000000000000000	1.068618734000000	0.000000000000000	1.097207202000000	0.000000000000000	1.047419726000000	0.000000000000000	1.079920470000000	0.000000000000000	1.067148179000000	0.000000000000000	1.082957823000000	0.000000000000000	1.071917678000000	0.000000000000000
9.0	51	0.980717409800000	0.000000000000000	1.006048287000000	0.000000000000000	0.993064226300000	0.000000000000000	1.021271293000000	0.000000000000000	1.002487640000000	0.000000000000000	0.998567173600000	0.000000000000000	0.996123940300000	0.000000000000000	1.008037576000000	0.000000000000000	0.986217181700000	0.000000000000000	1.024568465000000	0.000000000000000	1.016172900000000	0.000000000000000	0.991161372800000	0.000000000000000	0.996472136000000	0.000000000000000	0.980799043400000	0.000000000000000	0.991927246900000	0.000000000000000	1.020695744000000	0.000000000000000	1.002605124000000	0.000000000000000	1.010141457000000	0.000000000000000	0.989049891900000	0.000000000000000	1.000440435000000	0.000000000000000	1.008845751000000	0.000000000000000	1.011261101000000	0.000000000000000	0.968559551600000	0.000000000000000	1.021242818000000	0.000000000000000	0.987286914300000	0.000000000000000	1.009303456000000	0.000000000000000	1.019038771000000
8.5	50	0.000000000000000	1.093495439000000	0.000000000000000	1.096329379000000	0.000000000000000	1.073912845000000	0.000000000000000	1.080126488000000	0.000000000000000	1.051621575000000	0.000000000000000	1.090040230000000	0.000000000000000	1.060535600000000	0.000000000000000	1.078625402000000	0.000000000000000	1.064206769000000	0.000000000000000	1.055527378000000	0.000000000000000	1.088284718000000	0.000000000000000	1.065772061000000	0.000000000000000	1.078727084000000	0.000000000000000	1.082085228000000	0.000000000000000	1.057308190000000	0.000000000000000	1.093985173000000	0.000000000000000	1.067327016000000	0.000000000000000	1.068519625000000	0.000000000000000	1.101159868000000	0.000000000000000	1.063293923000000	0.000000000000000	1.066992638000000	0.000000000000000	1.095205199000000	0.000000000000000	1.075487751000000	0.000000000000000	1.061010328000000	0.000000000000000	1.078693062000000	0.000000000000000	1.084799953000000	0.000000000000000
8.0	49	1.041725629000000	0.000000000000000	1.016329797000000	0.000000000000000	0.999153484500000	0.000000000000000	1.017238705000000	0.000000000000000	1.017984943000000	0.000000000000000	1.022908481000000	0.000000000000000	0.982283620900000	0.000000000000000	1.012679141000000	0.000000000000000	1.014575723000000	0.000000000000000	1.013596594000000	0.000000000000000	0.975030462300000	0.000000000000000	0.983787261600000	0.000000000000000	1.016990183000000	0.000000000000000	0.977814776000000	0.000000000000000	1.004635051000000	0.000000000000000	1.011008479000000	0.000000000000000	0.994300308700000	0.000000000000000	0.978321224400000	0.000000000000000	0.994111578700000	0.000000000000000	0.979872457700000	0.000000000000000	1.034521151000000	0.000000000000000	1.011475022000000	0.000000000000000	1.001288754000000	0.000000000000000	1.041098948000000	0.000000000000000	1.012095171000000	0.000000000000000	0.988904774000000	0.000000000000000	1.013231003000000
7.5	48	0.000000000000000	1.128552274000000	0.000000000000000	1.075377560000000	0.000000000000000	1.068870311000000	0.000000000000000	1.068772200000000	0.000000000000000	1.086945097000000	0.000000000000000	1.055436931000000	0.000000000000000	1.068683131000000	0.000000000000000	1.057713828000000	0.000000000000000	1.081157268000000	0.000000000000000	1.095690072000000	0.000000000000000	1.057147037000000	0.000000000000000	1.076178136000000	0.000000000000000	1.064561300000000	0.000000000000000	1.072008016000000	0.000000000000000	1.070976464000000	0.000000000000000	1.050954986000000	0.000000000000000	1.070724761000000	0.000000000000000	1.061209074000000	0.000000000000000	1.031160310000000	0.000000000000000	1.053306087000000	0.000000000000000	1.082784007000000	0.000000000000000	1.052090560000000	0.000000000000000	1.071463059000000	0.000000000000000	1.072541624000000	0.000000000000000	1.081062071000000	0.000000000000000	1.093470078000000	0.000000000000000
7.0	47	1.011274813000000	0.000000000000000	0.981396417400000	0.000000000000000	1.011673319000000	0.000000000000000	1.015273317000000	0.000000000000000	1.018202855000000	0.000000000000000	1.025716891000000	0.000000000000000	1.012150823000000	0.000000000000000	1.001881263000000	0.000000000000000	0.990231908500000	0.000000000000000	1.027827348000000	0.000000000000000	1.000221678000000	0.000000000000000	1.009308211000000	0.000000000000000	1.012267016000000	0.000000000000000	1.018135848000000	0.000000000000000	0.964302877700000	0.000000000000000	1.015891185000000	0.000000000000000	1.015406687000000	0.000000000000000	0.972623631600000	0.000000000000000	0.995224166900000	0.000000000000000	1.005501887000000	0.000000000000000	0.985149337800000	0.000000000000000	0.987735216400000	0.000000000000000	1.005657332000000	0.000000000000000	1.013021247000000	0.000000000000000	0.983757101300000	0.000000000000000	1.018343425000000	0.000000000000000	1.028524997000000
6.5	46	0.000000000000000	1.071108333000000	0.000000000000000	1.061034146000000	0.000000000000000	1.057122760000000	0.000000000000000	1.087253762000000	0.000000000000000	1.071601464000000	0.000000000000000	1.094417107000000	0.000000000000000	1.060258790000000	0.000000000000000	1.071261062000000	0.000000000000000	1.087004626000000	0.000000000000000	1.044384352000000	0.000000000000000	1.066264787000000	0.000000000000000	1.050988119000000	0.000000000000000	1.082436928000000	0.000000000000000	1.061223030000000	0.000000000000000	1.023984444000000	0.000000000000000	1.049019676000000	0.000000000000000	1.083591751000000	0.000000000000000	1.034748182000000	0.000000000000000	1.028181521000000	0.000000000000000	1.060507217000000	0.000000000000000	1.077998773000000	0.000000000000000	1.057413298000000	0.000000000000000	1.073499193000000	0.000000000000000	1.046591574000000	0.000000000000000	1.068139808000000	0.000000000000000	1.070562326000000	0.000000000000000
6.0	45	1.005898547000000	0.000000000000000	0.984451867700000	0.000000000000000	1.001480839000000	0.000000000000000	1.001743501000000	0.000000000000000	1.025440675000000	0.000000000000000	0.978586870200000	0.000000000000000	0.987672059800000	0.000000000000000	0.997970859800000	0.000000000000000	1.078034857000000	0.000000000000000	0.995423127800000	0.000000000000000	0.992385032300000	0.000000000000000	1.027743025000000	0.000000000000000	1.012820307000000	0.000000000000000	1.013164065000000	0.000000000000000	0.998575915400000	0.000000000000000	1.011404273000000	0.000000000000000	1.013673666000000	0.000000000000000	1.001650314000000	0.000000000000000	1.022944293000000	0.000000000000000	0.986530687700000	0.000000000000000	0.991389856200000	0.000000000000000	1.005134499000000	0.000000000000000	1.015474833000000	0.000000000000000	1.002807726000000	0.000000000000000	1.000959234000000	0.000000000000000	1.031799272000000	0.000000000000000	1.036583284000000
5.5	44	0.000000000000000	1.082844526000000	0.000000000000000	1.081466730000000	0.000000000000000	1.088355581000000	0.000000000000000	1.063852042000000	0.000000000000000	1.055264303000000	0.000000000000000	1.068995915000000	0.000000000000000	1.064073625000000	0.000000000000000	1.065435921000000	0.000000000000000	1.036186950000000	0.000000000000000	1.075942161000000	0.000000000000000	1.072292333000000	0.000000000000000	1.091211337000000	0.000000000000000	1.082004003000000	0.000000000000000	1.098268524000000	0.000000000000000	1.073718833000000	0.000000000000000	1.081291588000000	0.000000000000000	1.073043659000000	0.000000000000000	1.059865994000000	0.000000000000000	1.094672680000000	0.000000000000000	1.070890741000000	0.000000000000000	1.055975144000000	0.000000000000000	1.073816902000000	0.000000000000000	1.074950652000000	0.000000000000000	1.082962581000000	0.000000000000000	1.062049965000000	0.000000000000000	1.091890049000000	0.000000000000000
5.0	43	1.037677891000000	0.000000000000000	1.030352082000000	0.000000000000000	0.977655101500000	0.000000000000000	0.989141556400000	0.000000000000000	0.992859913200000	0.000000000000000	1.011634893000000	0.000000000000000	1.039426735000000	0.000000000000000	0.978116715800000	0.000000000000000	0.988005287900000	0.000000000000000	1.011151117000000	0.000000000000000	1.008669387000000	0.000000000000000	1.002641969000000	0.000000000000000	0.999014288200000	0.000000000000000	1.030035643000000	0.000000000000000	0.998980435500000	0.000000000000000	0.980876902000000	0.000000000000000	0.994480844200000	0.000000000000000	1.028498293000000	0.000000000000000	1.001667244000000	0.000000000000000	0.981580804800000	0.000000000000000	1.002926567000000	0.000000000000000	1.007495042000000	0.000000000000000	0.992873708600000	0.000000000000000	0.986314411200000	0.000000000000000	1.025022257000000	0.000000000000000	1.032080957000000	0.000000000000000	0.982853283300000
4.5	42	0.000000000000000	1.057664794000000	0.000000000000000	1.083133826000000	0.000000000000000	1.067547067000000	0.000000000000000	1.060618521000000	0.000000000000000	1.089398067000000	0.000000000000000	1.078427938000000	0.000000000000000	1.077982855000000	0.000000000000000	1.047616084000000	0.000000000000000	1.065014412000000	0.000000000000000	1.048927368000000	0.000000000000000	1.068589693000000	0.000000000000000	1.088944362000000	0.000000000000000	1.062407695000000	0.000000000000000	1.032766282000000	0.000000000000000	1.092502156000000	0.000000000000000	1.064284429000000	0.000000000000000	1.069895626000000	0.000000000000000	1.052953722000000	0.000000000000000	1.091041846000000	0.000000000000000	1.075195467000000	0.000000000000000	1.091847605000000	0.000000000000000	1.066463690000000	0.000000000000000	1.040256245000000	0.000000000000000	1.057768575000000	0.000000000000000	1.096791230000000	0.000000000000000	1.087654425000000	0.000000000000000
4.0	41	1.012351894000000	0.000000000000000	0.995424281800000	0.000000000000000	1.005937616000000	0.000000000000000	0.997825326100000	0.000000000000000	1.026026122000000	0.000000000000000	0.989976264200000	0.000000000000000	0.984155262800000	0.000000000000000	1.009268357000000	0.000000000000000	1.021561014000000	0.000000000000000	1.014020707000000	0.000000000000000	0.998551832900000	0.000000000000000	0.992395318600000	0.000000000000000	1.069670189000000	0.000000000000000	0.983596056400000	0.000000000000000	1.029781797000000	0.000000000000000	0.979675939300000	0.000000000000000	0.995120082100000	0.000000000000000	0.987840523000000	0.000000000000000	1.003535512000000	0.000000000000000	0.986565932400000	0.000000000000000	0.973235226800000	0.000000000000000	0.980917234600000	0.000000000000000	0.995651397200000	0.000000000000000	1.031156330000000	0.000000000000000	1.000032438000000	0.000000000000000	1.012106906000000	0.000000000000000	1.010686481000000
