-7.0	19	1.014978767000000	0.000000000000000	0.996586891900000	0.000000000000000	1.036632445000000	0.000000000000000	1.018599069000000	0.000000000000000	0.980585197800000	0.000000000000000	0.992568391800000	0.000000000000000	1.004403201000000	0.000000000000000	1.018070362000000	0.000000000000000	0.996496849300000	0.000000000000000	1.019709446000000	0.000000000000000	1.023488121000000	0.000000000000000	1.015135387000000	0.000000000000000	1.008998991000000	0.000000000000000	1.007295655000000	0.000000000000000	0.959887389400000	0.000000000000000	1.004490490000000	0.000000000000000	1.013475730000000	0.000000000000000	1.008071453000000	0.000000000000000	1.016802304000000	0.000000000000000	0.990005653700000	0.000000000000000	0.991533342600000	0.000000000000000	1.002317174000000	0.000000000000000	1.016342550000000	0.000000000000000	1.029635680000000	0.000000000000000	1.000810945000000	0.000000000000000	1.001088480000000	0.000000000000000	1.029595406000000
-7.5	18	0.000000000000000	1.101912945000000	0.000000000000000	1.087811463000000	0.000000000000000	1.066419134000000	0.000000000000000	1.050952153000000	0.000000000000000	1.041402056000000	0.000000000000000	1.054466335000000	0.000000000000000	1.044961725000000	0.000000000000000	1.078284586000000	0.000000000000000	1.058468581000000	0.000000000000000	1.078200172000000	0.000000000000000	1.083915180000000	0.000000000000000	1.070975452000000	0.000000000000000	1.075355872000000	0.000000000000000	1.085454556000000	0.000000000000000	1.029661643000000	0.000000000000000	1.062652280000000	0.000000000000000	1.060070690000000	0.000000000000000	1.076456860000000	0.000000000000000	1.052480646000000	0.000000000000000	1.075208968000000	0.000000000000000	1.022257021000000	0.000000000000000	1.063052879000000	0.000000000000000	1.043029011000000	0.000000000000000	1.075167161000000	0.000000000000000	1.080419871000000	0.000000000000000	1.093594741000000	0.000000000000000
-8.0	17	1.033285197000000	0.000000000000000	1.024199640000000	0.000000000000000	0.984364234000000	0.000000000000000	1.010708443000000	0.000000000000000	0.985512565300000	0.000000000000000	0.987385364300000	0.000000000000000	1.010939053000000	0.000000000000000	1.000555976000000	0.000000000000000	1.013373829000000	0.000000000000000	1.002476857000000	0.000000000000000	1.006459970000000	0.000000000000000	0.975252162800000	0.000000000000000	1.001930077000000	0.000000000000000	0.967636317600000	0.000000000000000	1.000007633000000	0.000000000000000	0.987884875400000	0.000000000000000	1.006064209000000	0.000000000000000	1.011171966000000	0.000000000000000	1.001892388000000	0.000000000000000	1.021958099000000	0.000000000000000	1.007860077000000	0.000000000000000	1.004845351000000	0.000000000000000	1.028877736000000	0.000000000000000	0.994603901500000	0.000000000000000	1.030787746000000	0.000000000000000	0.984030500000000	0.000000000000000	0.994158247800000
-8.5	16	0.000000000000000	1.065369649000000	0.000000000000000	1.071755654000000	0.000000000000000	1.089676114000000	0.000000000000000	1.091353395000000	0.000000000000000	1.081252273000000	0.000000000000000	1.081146367000000	0.000000000000000	1.072137032000000	0.000000000000000	1.040163773000000	0.000000000000000	1.066747280000000	0.000000000000000	1.057461012000000	0.000000000000000	1.064218418000000	0.000000000000000	1.074976766000000	0.000000000000000	1.065692242000000	0.000000000000000	1.090802091000000	0.000000000000000	1.052288340000000	0.000000000000000	1.058311894000000	0.000000000000000	1.083343596000000	0.000000000000000	1.062364046000000	0.000000000000000	1.043805067000000	0.000000000000000	1.082623100000000	0.000000000000000	1.074463700000000	0.000000000000000	1.087332261000000	0.000000000000000	1.073266167000000	0.000000000000000	1.073964806000000	0.000000000000000	1.059389214000000	0.000000000000000	1.102833594000000	0.000000000000000
-9.0	15	1.043296754000000	0.000000000000000	1.036585563000000	0.000000000000000	1.023632568000000	0.000000000000000	0.996163655100000	0.000000000000000	1.016036969000000	0.000000000000000	0.981431437000000	0.000000000000000	0.982896661500000	0.000000000000000	0.997777978400000	0.000000000000000	1.012685723000000	0.000000000000000	0.987214614800000	0.000000000000000	1.006019243000000	0.000000000000000	1.026354509000000	0.000000000000000	1.006674049000000	0.000000000000000	1.001063223000000	0.000000000000000	0.975252544900000	0.000000000000000	0.986957267800000	0.000000000000000	1.027770974000000	0.000000000000000	1.017115025000000	0.000000000000000	1.013311278000000	0.000000000000000	1.018411317000000	0.000000000000000	0.986281074100000	0.000000000000000	1.006590332000000	0.000000000000000	1.010173031000000	0.000000000000000	1.014395519000000	0.000000000000000	1.031912738000000	0.000000000000000	0.998577532300000	0.000000000000000	1.042273023000000
-9.5	14	0.000000000000000	1.088549494000000	0.000000000000000	1.074861855000000	0.000000000000000	1.041901519000000	0.000000000000000	1.065202684000000	0.000000000000000	1.073789963000000	0.000000000000000	1.059527106000000	0.000000000000000	1.047532276000000	0.000000000000000	1.045279143000000	0.000000000000000	1.053369196000000	0.000000000000000	1.066381585000000	0.000000000000000	1.083889784000000	0.000000000000000	1.062069612000000	0.000000000000000	1.061881273000000	0.000000000000000	1.060308236000000	0.000000000000000	1.046629536000000	0.000000000000000	1.057883468000000	0.000000000000000	1.058851685000000	0.000000000000000	1.060356147000000	0.000000000000000	1.032109311000000	0.000000000000000	1.081999824000000	0.000000000000000	1.068574846000000	0.000000000000000	1.059204725000000	0.000000000000000	1.068949947000000	0.000000000000000	1.075270121000000	0.000000000000000	1.075198972000000	0.000000000000000	1.064846552000000	0.000000000000000
-10.0	13	0.000000000000000	0.000000000000000	1.004997694000000	0.000000000000000	1.001086912000000	0.000000000000000	0.992737526800000	0.000000000000000	0.995359337400000	0.000000000000000	0.993827678600000	0.000000000000000	1.020691988000000	0.000000000000000	1.029986969000000	0.000000000000000	0.992192441200000	0.000000000000000	0.982961727500000	0.000000000000000	1.018453208000000	0.000000000000000	0.995746091000000	0.000000000000000	1.002052285000000	0.000000000000000	0.962878680700000	0.000000000000000	1.024670621000000	0.000000000000000	0.981464337200000	0.000000000000000	0.985237588700000	0.000000000000000	0.990840161400000	0.000000000000000	0.971725163800000	0.000000000000000	0.997842240300000	0.000000000000000	1.017883480000000	0.000000000000000	0.987694502400000	0.000000000000000	1.019751567000000	0.000000000000000	1.009016688000000	0.000000000000000	1.016487808000000	0.000000000000000	1.001933348000000	0.000000000000000	0.000000000000000
-10.5	12	0.000000000000000	0.000000000000000	0.000000000000000	1.036055648000000	0.000000000000000	1.083446293000000	0.000000000000000	1.086826598000000	0.000000000000000	1.067385606000000	0.000000000000000	1.053621433000000	0.000000000000000	1.048269713000000	0.000000000000000	1.084986392000000	0.000000000000000	1.056934787000000	0.000000000000000	1.050116797000000	0.000000000000000	1.053010476000000	0.000000000000000	1.075246395000000	0.000000000000000	1.078654772000000	0.000000000000000	1.052854447000000	0.000000000000000	1.050045200000000	0.000000000000000	1.040653517000000	0.000000000000000	1.067370234000000	0.000000000000000	1.069786729000000	0.000000000000000	1.081066814000000	0.000000000000000	1.088908542000000	0.000000000000000	1.059810299000000	0.000000000000000	1.070281336000000	0.000000000000000	1.068146802000000	0.000000000000000	1.061421403000000	0.000000000000000	1.087693713000000	0.000000000000000	0.000000000000000	0.000000000000000
-11.0	11	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.014936460000000	0.000000000000000	1.021298472000000	0.000000000000000	0.987207254400000	0.000000000000000	0.996826295300000	0.000000000000000	0.967770828700000	0.000000000000000	1.001131960000000	0.000000000000000	1.025235431000000	0.000000000000000	1.015425161000000	0.000000000000000	1.013566597000000	0.000000000000000	0.991641120200000	0.000000000000000	1.009245122000000	0.000000000000000	0.982179897600000	0.000000000000000	0.972441922500000	0.000000000000000	0.964464613200000	0.000000000000000	1.039696174000000	0.000000000000000	1.032025468000000	0.000000000000000	1.023419822000000	0.000000000000000	1.012284089000000	0.000000000000000	0.966883434400000	0.000000000000000	0.989463099100000	0.000000000000000	0.985065557300000	0.000000000000000	0.988178032900000	0.000000000000000	1.008794874000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-11.5	10	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.090605858000000	0.000000000000000	1.090693421000000	0.000000000000000	1.097048310000000	0.000000000000000	1.056878983000000	0.000000000000000	1.098669125000000	0.000000000000000	1.110524685000000	0.000000000000000	1.053431611000000	0.000000000000000	1.059022686000000	0.000000000000000	1.059777726000000	0.000000000000000	1.048717817000000	0.000000000000000	1.065625085000000	0.000000000000000	1.034435729000000	0.000000000000000	1.091486525000000	0.000000000000000	1.038926879000000	0.000000000000000	1.065640493000000	0.000000000000000	1.089406911000000	0.000000000000000	1.078595499000000	0.000000000000000	1.056731009000000	0.000000000000000	1.064171917000000	0.000000000000000	1.074030988000000	0.000000000000000	1.058111450000000	0.000000000000000	1.091934078000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-12.0	9	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.043380474000000	0.000000000000000	1.017623263000000	0.000000000000000	1.035466398000000	0.000000000000000	1.004894322000000	0.000000000000000	0.981384289100000	0.000000000000000	0.987126595100000	0.000000000000000	0.991194423700000	0.000000000000000	1.016318339000000	0.000000000000000	0.989083184000000	0.000000000000000	0.975989406000000	0.000000000000000	1.027049563000000	0.000000000000000	1.041679984000000	0.000000000000000	1.003303996000000	0.000000000000000	0.986907036800000	0.000000000000000	0.970151763100000	0.000000000000000	0.991482726400000	0.000000000000000	0.962182891900000	0.000000000000000	0.993474174100000	0.000000000000000	1.001422139000000	0.000000000000000	0.986140201200000	0.000000000000000	0.982931744200000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-12.5	8	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.077826317000000	0.000000000000000	1.054970095000000	0.000000000000000	1.067069029000000	0.000000000000000	1.091618181000000	0.000000000000000	1.071042406000000	0.000000000000000	1.061388866000000	0.000000000000000	1.079452219000000	0.000000000000000	1.066838480000000	0.000000000000000	1.060333782000000	0.000000000000000	1.046727174000000	0.000000000000000	1.052105588000000	0.000000000000000	1.060499344000000	0.000000000000000	1.047313156000000	0.000000000000000	1.048230732000000	0.000000000000000	1.038081832000000	0.000000000000000	1.045965057000000	0.000000000000000	1.091850812000000	0.000000000000000	1.030800968000000	0.000000000000000	1.035625942000000	0.000000000000000	1.089161733000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-13.0	7	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.997111581000000	0.000000000000000	1.028469712000000	0.000000000000000	1.005006604000000	0.000000000000000	0.995823513800000	0.000000000000000	0.990001012700000	0.000000000000000	1.003475776000000	0.000000000000000	0.991656803700000	0.000000000000000	1.004091430000000	0.000000000000000	1.008125991000000	0.000000000000000	0.992728495800000	0.000000000000000	1.001330475000000	0.000000000000000	0.986250238200000	0.000000000000000	1.001119772000000	0.000000000000000	0.998288931000000	0.000000000000000	1.010565355000000	0.000000000000000	0.993872842800000	0.000000000000000	0.982315361300000	0.000000000000000	0.982108114200000	0.000000000000000	0.988396348700000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-13.5	6	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.070000379000000	0.000000000000000	1.069787447000000	0.000000000000000	1.045851265000000	0.000000000000000	1.055216774000000	0.000000000000000	1.070345914000000	0.000000000000000	1.099165979000000	0.000000000000000	1.045435666000000	0.000000000000000	1.084377267000000	0.000000000000000	1.035886777000000	0.000000000000000	1.065256043000000	0.000000000000000	1.055747785000000	0.000000000000000	1.067321267000000	0.000000000000000	1.070076386000000	0.000000000000000	1.060883580000000	0.000000000000000	1.078323404000000	0.000000000000000	1.063734895000000	0.000000000000000	1.076379264000000	0.000000000000000	1.059814887000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-14.0	5	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.029247875000000	0.000000000000000	0.987003669400000	0.000000000000000	1.018053252000000	0.000000000000000	0.987472271600000	0.000000000000000	0.997908869800000	0.000000000000000	0.978308686000000	0.000000000000000	0.977315416000000	0.000000000000000	0.969090843700000	0.000000000000000	0.982298987200000	0.000000000000000	0.988449173600000	0.000000000000000	0.993220635300000	0.000000000000000	1.018157329000000	0.000000000000000	1.012912907000000	0.000000000000000	0.991269155300000	0.000000000000000	0.982536647900000	0.000000000000000	1.029542327000000	0.000000000000000	1.015080411000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-14.5	4	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.086999830000000	0.000000000000000	1.045129677000000	0.000000000000000	1.059355083000000	0.000000000000000	1.045457153000000	0.000000000000000	1.055170971000000	0.000000000000000	1.055573186000000	0.000000000000000	1.053956386000000	0.000000000000000	1.088987568000000	0.000000000000000	1.124079304000000	0.000000000000000	1.071463744000000	0.000000000000000	1.050848817000000	0.000000000000000	1.097909448000000	0.000000000000000	1.051104287000000	0.000000000000000	1.074205252000000	0.000000000000000	1.047493523000000	0.000000000000000	1.077214514000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-15.0	3	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.026285358000000	0.000000000000000	1.001510070000000	0.000000000000000	0.989037293200000	0.000000000000000	1.000006179000000	0.000000000000000	0.988570726000000	0.000000000000000	1.002069650000000	0.000000000000000	0.970807601900000	0.000000000000000	0.987658041900000	0.000000000000000	1.023034766000000	0.000000000000000	1.025195893000000	0.000000000000000	1.032226855000000	0.000000000000000	1.008182428000000	0.000000000000000	0.997674364700000	0.000000000000000	1.005598643000000	0.000000000000000	1.005591195000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-15.5	2	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.058552183000000	0.000000000000000	1.057004897000000	0.000000000000000	1.065604900000000	0.000000000000000	1.061028042000000	0.000000000000000	1.058810529000000	0.000000000000000	1.083206304000000	0.000000000000000	1.072807539000000	0.000000000000000	1.077962032000000	0.000000000000000	1.066181049000000	0.000000000000000	1.066961459000000	0.000000000000000	1.078072327000000	0.000000000000000	1.071126953000000	0.000000000000000	1.080251991000000	0.000000000000000	1.073394342000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-16.0	1	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.019765553000000	0.000000000000000	1.021042247000000	0.000000000000000	1.001923742000000	0.000000000000000	1.014091116000000	0.000000000000000	0.993124131500000	0.000000000000000	1.020380543000000	0.000000000000000	0.988241146400000	0.000000000000000	1.001073707000000	0.000000000000000	0.966809249600000	0.000000000000000	0.982098846700000	0.000000000000000	1.028656194000000	0.000000000000000	1.037786979000000	0.000000000000000	1.025999640000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
	COL	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53
	Xcm	-13.0	-12.5	-12.0	-11.5	-11.0	-10.5	-10.0	-9.5	-9.0	-8.5	-8.0	-7.5	-7.0	-6.5	-6.0	-5.5	-5.0	-4.5	-4.0	-3.5	-3.0	-2.5	-2.0	-1.5	-1.0	-0.5	0.0	0.5	1.0	1.5	2.0	2.5	3.0	3.5	4.0	4.5	5.0	5.5	6.0	6.5	7.0	7.5	8.0	8.5	9.0	9.5	10.0	10.5	11.0	11.5	12.0	12.5	13.0

Raw Counts
Ycm	ROW	
16.0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2219	0	3478	0	3142	0	3591	0	5423	0	7236	0	6578	0	8380	0	6747	0	3108	0	3075	0	3149	0	2835	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.5	64	0	0	0	0	0	0	0	0	0	0	0	0	0	3377	0	3059	0	3224	0	3635	0	3666	0	8069	0	8439	0	8930	0	8759	0	4368	0	4128	0	3543	0	3618	0	3366	0	0	0	0	0	0	0	0	0	0	0	0	0
15.0	63	0	0	0	0	0	0	0	0	0	0	0	0	3744	0	4236	0	3304	0	4098	0	3907	0	6889	0	9901	0	9621	0	10268	0	7916	0	4517	0	3982	0	3739	0	4106	0	2743	0	0	0	0	0	0	0	0	0	0	0	0
14.5	62	0	0	0	0	0	0	0	0	0	0	0	3145	0	3360	0	4122	0	4208	0	3739	0	4233	0	9406	0	8633	0	7797	0	8735	0	4774	0	3900	0	3965	0	3580	0	3122	0	2894	0	0	0	0	0	0	0	0	0	0	0
14.0	61	0	0	0	0	0	0	0	0	0	0	4015	0	4713	0	4532	0	3913	0	3984	0	4167	0	7023	0	11041	0	10658	0	10432	0	8447	0	5070	0	3275	0	4254	0	4317	0	4549	0	3301	0	0	0	0	0	0	0	0	0	0
13.5	60	0	0	0	0	0	0	0	0	0	3648	0	4193	0	4058	0	3873	0	4169	0	4367	0	4778	0	8940	0	10040	0	9176	0	9342	0	5519	0	4474	0	3914	0	4229	0	3930	0	3758	0	3454	0	0	0	0	0	0	0	0	0
13.0	59	0	0	0	0	0	0	0	0	3564	0	4187	0	4805	0	3343	0	5014	0	4625	0	5864	0	9213	0	11020	0	12479	0	10786	0	9755	0	5166	0	5435	0	4977	0	5138	0	4474	0	4785	0	3825	0	0	0	0	0	0	0	0
12.5	58	0	0	0	0	0	0	0	4166	0	4266	0	3777	0	4416	0	4704	0	4646	0	6137	0	4932	0	10431	0	10652	0	9876	0	10900	0	6391	0	5567	0	5682	0	5279	0	4297	0	4865	0	3573	0	3609	0	0	0	0	0	0	0
12.0	57	0	0	0	0	0	0	4037	0	5034	0	5056	0	5005	0	5887	0	5759	0	6511	0	6083	0	9364	0	13185	0	13525	0	13037	0	10696	0	6903	0	6304	0	6199	0	5459	0	4702	0	4967	0	5358	0	4650	0	0	0	0	0	0
11.5	56	0	0	0	0	0	4445	0	3832	0	4291	0	5139	0	5776	0	5120	0	6396	0	6688	0	6660	0	12178	0	12717	0	13108	0	12677	0	7505	0	6162	0	6846	0	5771	0	5779	0	5745	0	4675	0	4961	0	4222	0	0	0	0	0
11.0	55	0	0	0	0	4664	0	5262	0	5493	0	5663	0	6540	0	5779	0	6963	0	7651	0	7466	0	11811	0	15543	0	14156	0	15457	0	13106	0	7462	0	7448	0	6534	0	6302	0	6562	0	5340	0	5545	0	5584	0	4975	0	0	0	0
10.5	54	0	0	0	4582	0	4815	0	4902	0	5127	0	6389	0	5677	0	7238	0	7005	0	7217	0	8442	0	14320	0	13412	0	14652	0	14711	0	9274	0	8754	0	7709	0	6784	0	6161	0	6310	0	5231	0	5050	0	4775	0	4109	0	0	0
10.0	53	0	0	4974	0	5572	0	5961	0	5752	0	7054	0	7527	0	8472	0	8516	0	9363	0	9657	0	13319	0	17800	0	16768	0	17398	0	15950	0	9642	0	9349	0	9020	0	8689	0	7243	0	7245	0	6024	0	5773	0	4905	0	5125	0	0
9.5	52	0	4459	0	4427	0	5436	0	5348	0	6286	0	6811	0	7663	0	8063	0	9367	0	8977	0	10955	0	16214	0	17411	0	16138	0	16281	0	11210	0	8587	0	9308	0	8284	0	7178	0	6415	0	6312	0	5558	0	5266	0	4668	0	4138	0
9.0	51	4507	0	5423	0	6590	0	6066	0	7487	0	7434	0	8567	0	10042	0	11077	0	9336	0	12791	0	16974	0	21080	0	22167	0	21126	0	16955	0	12886	0	11962	0	11539	0	8887	0	8563	0	7596	0	7387	0	6538	0	6104	0	5367	0	4870
8.5	50	0	3665	0	5258	0	5942	0	6583	0	7713	0	8230	0	9126	0	10313	0	11879	0	12785	0	14062	0	20276	0	21792	0	20688	0	21102	0	13470	0	12495	0	11551	0	9554	0	9012	0	7670	0	6947	0	6661	0	6276	0	5132	0	4250	0
8.0	49	5277	0	5772	0	6336	0	7286	0	8343	0	8365	0	10082	0	11404	0	12368	0	13983	0	16617	0	22534	0	25040	0	26856	0	25564	0	20890	0	16136	0	15248	0	13886	0	12418	0	10001	0	8398	0	7600	0	7467	0	5954	0	5917	0	4714
7.5	48	0	5126	0	5943	0	6452	0	8427	0	8168	0	9875	0	11431	0	13647	0	14807	0	15738	0	18529	0	24987	0	25743	0	26263	0	25175	0	20293	0	17180	0	14684	0	13922	0	11745	0	10078	0	9110	0	7463	0	6519	0	5548	0	5587	0
7.0	47	4953	0	6352	0	7336	0	7524	0	9114	0	10311	0	12273	0	15001	0	17860	0	17579	0	21240	0	26958	0	32435	0	32232	0	34881	0	26910	0	20018	0	20147	0	17945	0	15139	0	13112	0	11356	0	9294	0	8008	0	7467	0	5312	0	5034
6.5	46	0	5296	0	6184	0	7530	0	8488	0	10322	0	11299	0	14055	0	16837	0	19022	0	22520	0	25704	0	34015	0	35018	0	36795	0	36155	0	26879	0	22622	0	20007	0	17947	0	14394	0	12239	0	10254	0	8850	0	7926	0	6636	0	6180	0
6.0	45	5621	0	9168	0	8882	0	9877	0	10850	0	13851	0	16491	0	19337	0	19626	0	25996	0	29895	0	38054	0	44409	0	45090	0	44836	0	38664	0	29997	0	25085	0	22162	0	19130	0	15540	0	13340	0	10978	0	9187	0	8102	0	6769	0	7109
5.5	44	0	6509	0	7061	0	9049	0	10299	0	12491	0	14611	0	18038	0	21304	0	27517	0	31190	0	37657	0	47892	0	51585	0	50694	0	48976	0	37934	0	31866	0	26611	0	21023	0	17129	0	15064	0	11652	0	10907	0	8547	0	7113	0	6001	0
5.0	43	6824	0	8695	0	9664	0	11667	0	14173	0	16563	0	18685	0	25741	0	30633	0	36847	0	45525	0	58934	0	68414	0	68861	0	69424	0	59620	0	46819	0	36919	0	30336	0	25070	0	19980	0	15843	0	13955	0	11333	0	9396	0	8252	0	7238
4.5	42	0	7329	0	8822	0	9713	0	13246	0	15107	0	18281	0	23079	0	29075	0	37881	0	48512	0	61812	0	78031	0	87168	0	90772	0	78261	0	62816	0	48430	0	37996	0	28644	0	23331	0	19004	0	15293	0	12953	0	10347	0	8222	0	6434	0
4.0	41	7101	0	10032	0	10359	0	13036	0	15073	0	20711	0	25891	0	31421	0	39214	0	54720	0	77361	0	107852	0	115060	0	134312	0	123987	0	108755	0	77778	0	57085	0	41603	0	32629	0	25666	0	20736	0	16052	0	12546	0	10673	0	8855	0	7498
3.5	40	0	8494	0	10167	0	12273	0	13748	0	18612	0	22681	0	29784	0	40444	0	53346	0	76324	0	130871	0	187323	0	203321	0	197066	0	190458	0	135349	0	78342	0	54431	0	40343	0	29554	0	23140	0	18823	0	15190	0	11630	0	9892	0	8153	0
3.0	39	8592	0	10997	0	13555	0	16375	0	18874	0	23977	0	32055	0	42251	0	53877	0	83751	0	173926	0	498729	0	567234	0	588543	0	572852	0	473753	0	175767	0	86481	0	58136	0	41178	0	31011	0	24150	0	19017	0	15928	0	12005	0	9799	0	8801
2.5	38	0	9555	0	11862	0	13801	0	17865	0	23722	0	30132	0	39225	0	53675	0	75858	0	146872	0	1573552	0	2959870	0	3054463	0	3027749	0	2907001	0	1741571	0	155868	0	78055	0	55869	0	39396	0	31071	0	23609	0	18517	0	14948	0	12604	0	9477	0
2.0	37	10784	0	12855	0	15626	0	20058	0	24806	0	31968	0	41029	0	54003	0	76716	0	121736	0	382137	0	3478743	0	3660053	0	3678326	0	3561593	0	3345727	0	440513	0	123160	0	75074	0	53819	0	41534	0	31522	0	26537	0	19843	0	15533	0	13665	0	10618
1.5	36	0	10795	0	14009	0	16751	0	19716	0	26834	0	33550	0	44471	0	63565	0	97883	0	184257	0	1780286	0	3375605	0	3435470	0	3482026	0	3347887	0	1920361	0	194393	0	93739	0	62134	0	45814	0	34997	0	26937	0	21623	0	17734	0	13989	0	11257	0
1.0	35	11091	0	12930	0	16775	0	21063	0	26182	0	33839	0	42689	0	58127	0	82626	0	135394	0	433518	0	3479970	0	3696363	0	3719771	0	3863473	0	3517128	0	462159	0	141442	0	84184	0	57163	0	42351	0	32605	0	25855	0	20194	0	16298	0	13825	0	10764
0.5	34	0	11505	0	13465	0	17125	0	20526	0	27089	0	35790	0	46813	0	67826	0	102774	0	198203	0	1865328	0	3404560	0	3488468	0	3451855	0	3460646	0	1972421	0	215180	0	101606	0	66042	0	47911	0	36321	0	28176	0	21691	0	17519	0	13888	0	11515	0
0.0	33	10885	0	13932	0	16759	0	19445	0	25732	0	32184	0	43541	0	57273	0	88104	0	142370	0	425987	0	3493298	0	3632320	0	3738274	0	3715732	0	3535853	0	473342	0	144333	0	87005	0	59314	0	44392	0	31525	0	28146	0	22052	0	17980	0	13979	0	11399
-0.5	32	0	10874	0	13854	0	17643	0	20416	0	28693	0	35582	0	47019	0	68345	0	99963	0	201096	0	1830357	0	3289530	0	3502857	0	3507447	0	3480306	0	1877090	0	209981	0	102911	0	66875	0	48169	0	37211	0	28288	0	22881	0	17443	0	14020	0	11357	0
-1.0	31	10464	0	13233	0	16599	0	20635	0	26297	0	33508	0	41524	0	60048	0	78789	0	134197	0	420768	0	3523196	0	3660324	0	3671378	0	3763505	0	3384646	0	445886	0	134920	0	86954	0	57234	0	44585	0	33831	0	26541	0	20356	0	16951	0	15667	0	11574
-1.5	30	0	11221	0	13800	0	16076	0	19092	0	25782	0	34565	0	44991	0	61419	0	90898	0	167150	0	1793151	0	3328058	0	3417829	0	3329087	0	3410280	0	1870577	0	183489	0	90825	0	59557	0	45671	0	34144	0	26380	0	20516	0	15802	0	12742	0	10458	0
-2.0	29	10633	0	12238	0	15708	0	19053	0	23505	0	30403	0	37203	0	49140	0	68962	0	112456	0	352095	0	3337610	0	3388688	0	3378859	0	3340566	0	3332993	0	370128	0	113015	0	72593	0	50930	0	38228	0	31951	0	24983	0	19603	0	16333	0	12515	0	10934
-2.5	28	0	9225	0	10819	0	13386	0	16506	0	21683	0	28324	0	36009	0	46588	0	67880	0	109387	0	445782	0	756215	0	772785	0	815720	0	778553	0	478708	0	118787	0	70053	0	47515	0	37063	0	29159	0	23275	0	16999	0	13317	0	11090	0	9059	0
-3.0	27	7658	0	10586	0	12086	0	14728	0	19028	0	23801	0	27982	0	37284	0	50908	0	73426	0	113446	0	196328	0	232464	0	232692	0	222620	0	199675	0	115625	0	69351	0	51961	0	39426	0	29820	0	22656	0	17762	0	14993	0	12207	0	9626	0	8650
