-6.5	20	0.000000000000000	1.082397592000000	0.000000000000000	1.065367756000000	0.000000000000000	1.069960961000000	0.000000000000000	1.055047948000000	0.000000000000000	1.052221693000000	0.000000000000000	1.052979565000000	0.000000000000000	1.071726047000000	0.000000000000000	1.052152943000000	0.000000000000000	1.053600373000000	0.000000000000000	1.072590304000000	0.000000000000000	1.075267038000000	0.000000000000000	1.068090603000000	0.000000000000000	1.084441430000000	0.000000000000000	1.072950465000000	0.000000000000000	1.054296285000000	0.000000000000000	1.030947655000000	0.000000000000000	1.069233118000000	0.000000000000000	1.062143114000000	0.000000000000000	1.062156071000000	0.000000000000000	1.076338302000000	0.000000000000000	1.087440624000000	0.000000000000000	1.064092115000000	0.000000000000000	1.076969954000000	0.000000000000000	1.047730591000000	0.000000000000000	1.071528545000000	0.000000000000000	1.079899797000000	0.000000000000000
-7.0	19	1.014978767000000	0.000000000000000	0.996586891900000	0.000000000000000	1.036632445000000	0.000000000000000	1.018599069000000	0.000000000000000	0.980585197800000	0.000000000000000	0.992568391800000	0.000000000000000	1.004403201000000	0.000000000000000	1.018070362000000	0.000000000000000	0.996496849300000	0.000000000000000	1.019709446000000	0.000000000000000	1.023488121000000	0.000000000000000	1.015135387000000	0.000000000000000	1.008998991000000	0.000000000000000	1.007295655000000	0.000000000000000	0.959887389400000	0.000000000000000	1.004490490000000	0.000000000000000	1.013475730000000	0.000000000000000	1.008071453000000	0.000000000000000	1.016802304000000	0.000000000000000	0.990005653700000	0.000000000000000	0.991533342600000	0.000000000000000	1.002317174000000	0.000000000000000	1.016342550000000	0.000000000000000	1.029635680000000	0.000000000000000	1.000810945000000	0.000000000000000	1.001088480000000	0.000000000000000	1.029595406000000
-7.5	18	0.000000000000000	1.101912945000000	0.000000000000000	1.087811463000000	0.000000000000000	1.066419134000000	0.000000000000000	1.050952153000000	0.000000000000000	1.041402056000000	0.000000000000000	1.054466335000000	0.000000000000000	1.044961725000000	0.000000000000000	1.078284586000000	0.000000000000000	1.058468581000000	0.000000000000000	1.078200172000000	0.000000000000000	1.083915180000000	0.000000000000000	1.070975452000000	0.000000000000000	1.075355872000000	0.000000000000000	1.085454556000000	0.000000000000000	1.029661643000000	0.000000000000000	1.062652280000000	0.000000000000000	1.060070690000000	0.000000000000000	1.076456860000000	0.000000000000000	1.052480646000000	0.000000000000000	1.075208968000000	0.000000000000000	1.022257021000000	0.000000000000000	1.063052879000000	0.000000000000000	1.043029011000000	0.000000000000000	1.075167161000000	0.000000000000000	1.080419871000000	0.000000000000000	1.093594741000000	0.000000000000000
-8.0	17	1.033285197000000	0.000000000000000	1.024199640000000	0.000000000000000	0.984364234000000	0.000000000000000	1.010708443000000	0.000000000000000	0.985512565300000	0.000000000000000	0.987385364300000	0.000000000000000	1.010939053000000	0.000000000000000	1.000555976000000	0.000000000000000	1.013373829000000	0.000000000000000	1.002476857000000	0.000000000000000	1.006459970000000	0.000000000000000	0.975252162800000	0.000000000000000	1.001930077000000	0.000000000000000	0.967636317600000	0.000000000000000	1.000007633000000	0.000000000000000	0.987884875400000	0.000000000000000	1.006064209000000	0.000000000000000	1.011171966000000	0.000000000000000	1.001892388000000	0.000000000000000	1.021958099000000	0.000000000000000	1.007860077000000	0.000000000000000	1.004845351000000	0.000000000000000	1.028877736000000	0.000000000000000	0.994603901500000	0.000000000000000	1.030787746000000	0.000000000000000	0.984030500000000	0.000000000000000	0.994158247800000
-8.5	16	0.000000000000000	1.065369649000000	0.000000000000000	1.071755654000000	0.000000000000000	1.089676114000000	0.000000000000000	1.091353395000000	0.000000000000000	1.081252273000000	0.000000000000000	1.081146367000000	0.000000000000000	1.072137032000000	0.000000000000000	1.040163773000000	0.000000000000000	1.066747280000000	0.000000000000000	1.057461012000000	0.000000000000000	1.064218418000000	0.000000000000000	1.074976766000000	0.000000000000000	1.065692242000000	0.000000000000000	1.090802091000000	0.000000000000000	1.052288340000000	0.000000000000000	1.058311894000000	0.000000000000000	1.083343596000000	0.000000000000000	1.062364046000000	0.000000000000000	1.043805067000000	0.000000000000000	1.082623100000000	0.000000000000000	1.074463700000000	0.000000000000000	1.087332261000000	0.000000000000000	1.073266167000000	0.000000000000000	1.073964806000000	0.000000000000000	1.059389214000000	0.000000000000000	1.102833594000000	0.000000000000000
-9.0	15	1.043296754000000	0.000000000000000	1.036585563000000	0.000000000000000	1.023632568000000	0.000000000000000	0.996163655100000	0.000000000000000	1.016036969000000	0.000000000000000	0.981431437000000	0.000000000000000	0.982896661500000	0.000000000000000	0.997777978400000	0.000000000000000	1.012685723000000	0.000000000000000	0.987214614800000	0.000000000000000	1.006019243000000	0.000000000000000	1.026354509000000	0.000000000000000	1.006674049000000	0.000000000000000	1.001063223000000	0.000000000000000	0.975252544900000	0.000000000000000	0.986957267800000	0.000000000000000	1.027770974000000	0.000000000000000	1.017115025000000	0.000000000000000	1.013311278000000	0.000000000000000	1.018411317000000	0.000000000000000	0.986281074100000	0.000000000000000	1.006590332000000	0.000000000000000	1.010173031000000	0.000000000000000	1.014395519000000	0.000000000000000	1.031912738000000	0.000000000000000	0.998577532300000	0.000000000000000	1.042273023000000
-9.5	14	0.000000000000000	1.088549494000000	0.000000000000000	1.074861855000000	0.000000000000000	1.041901519000000	0.000000000000000	1.065202684000000	0.000000000000000	1.073789963000000	0.000000000000000	1.059527106000000	0.000000000000000	1.047532276000000	0.000000000000000	1.045279143000000	0.000000000000000	1.053369196000000	0.000000000000000	1.066381585000000	0.000000000000000	1.083889784000000	0.000000000000000	1.062069612000000	0.000000000000000	1.061881273000000	0.000000000000000	1.060308236000000	0.000000000000000	1.046629536000000	0.000000000000000	1.057883468000000	0.000000000000000	1.058851685000000	0.000000000000000	1.060356147000000	0.000000000000000	1.032109311000000	0.000000000000000	1.081999824000000	0.000000000000000	1.068574846000000	0.000000000000000	1.059204725000000	0.000000000000000	1.068949947000000	0.000000000000000	1.075270121000000	0.000000000000000	1.075198972000000	0.000000000000000	1.064846552000000	0.000000000000000
-10.0	13	0.000000000000000	0.000000000000000	1.004997694000000	0.000000000000000	1.001086912000000	0.000000000000000	0.992737526800000	0.000000000000000	0.995359337400000	0.000000000000000	0.993827678600000	0.000000000000000	1.020691988000000	0.000000000000000	1.029986969000000	0.000000000000000	0.992192441200000	0.000000000000000	0.982961727500000	0.000000000000000	1.018453208000000	0.000000000000000	0.995746091000000	0.000000000000000	1.002052285000000	0.000000000000000	0.962878680700000	0.000000000000000	1.024670621000000	0.000000000000000	0.981464337200000	0.000000000000000	0.985237588700000	0.000000000000000	0.990840161400000	0.000000000000000	0.971725163800000	0.000000000000000	0.997842240300000	0.000000000000000	1.017883480000000	0.000000000000000	0.987694502400000	0.000000000000000	1.019751567000000	0.000000000000000	1.009016688000000	0.000000000000000	1.016487808000000	0.000000000000000	1.001933348000000	0.000000000000000	0.000000000000000
-10.5	12	0.000000000000000	0.000000000000000	0.000000000000000	1.036055648000000	0.000000000000000	1.083446293000000	0.000000000000000	1.086826598000000	0.000000000000000	1.067385606000000	0.000000000000000	1.053621433000000	0.000000000000000	1.048269713000000	0.000000000000000	1.084986392000000	0.000000000000000	1.056934787000000	0.000000000000000	1.050116797000000	0.000000000000000	1.053010476000000	0.000000000000000	1.075246395000000	0.000000000000000	1.078654772000000	0.000000000000000	1.052854447000000	0.000000000000000	1.050045200000000	0.000000000000000	1.040653517000000	0.000000000000000	1.067370234000000	0.000000000000000	1.069786729000000	0.000000000000000	1.081066814000000	0.000000000000000	1.088908542000000	0.000000000000000	1.059810299000000	0.000000000000000	1.070281336000000	0.000000000000000	1.068146802000000	0.000000000000000	1.061421403000000	0.000000000000000	1.087693713000000	0.000000000000000	0.000000000000000	0.000000000000000
-11.0	11	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.014936460000000	0.000000000000000	1.021298472000000	0.000000000000000	0.987207254400000	0.000000000000000	0.996826295300000	0.000000000000000	0.967770828700000	0.000000000000000	1.001131960000000	0.000000000000000	1.025235431000000	0.000000000000000	1.015425161000000	0.000000000000000	1.013566597000000	0.000000000000000	0.991641120200000	0.000000000000000	1.009245122000000	0.000000000000000	0.982179897600000	0.000000000000000	0.972441922500000	0.000000000000000	0.964464613200000	0.000000000000000	1.039696174000000	0.000000000000000	1.032025468000000	0.000000000000000	1.023419822000000	0.000000000000000	1.012284089000000	0.000000000000000	0.966883434400000	0.000000000000000	0.989463099100000	0.000000000000000	0.985065557300000	0.000000000000000	0.988178032900000	0.000000000000000	1.008794874000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-11.5	10	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.090605858000000	0.000000000000000	1.090693421000000	0.000000000000000	1.097048310000000	0.000000000000000	1.056878983000000	0.000000000000000	1.098669125000000	0.000000000000000	1.110524685000000	0.000000000000000	1.053431611000000	0.000000000000000	1.059022686000000	0.000000000000000	1.059777726000000	0.000000000000000	1.048717817000000	0.000000000000000	1.065625085000000	0.000000000000000	1.034435729000000	0.000000000000000	1.091486525000000	0.000000000000000	1.038926879000000	0.000000000000000	1.065640493000000	0.000000000000000	1.089406911000000	0.000000000000000	1.078595499000000	0.000000000000000	1.056731009000000	0.000000000000000	1.064171917000000	0.000000000000000	1.074030988000000	0.000000000000000	1.058111450000000	0.000000000000000	1.091934078000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-12.0	9	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.043380474000000	0.000000000000000	1.017623263000000	0.000000000000000	1.035466398000000	0.000000000000000	1.004894322000000	0.000000000000000	0.981384289100000	0.000000000000000	0.987126595100000	0.000000000000000	0.991194423700000	0.000000000000000	1.016318339000000	0.000000000000000	0.989083184000000	0.000000000000000	0.975989406000000	0.000000000000000	1.027049563000000	0.000000000000000	1.041679984000000	0.000000000000000	1.003303996000000	0.000000000000000	0.986907036800000	0.000000000000000	0.970151763100000	0.000000000000000	0.991482726400000	0.000000000000000	0.962182891900000	0.000000000000000	0.993474174100000	0.000000000000000	1.001422139000000	0.000000000000000	0.986140201200000	0.000000000000000	0.982931744200000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-12.5	8	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.077826317000000	0.000000000000000	1.054970095000000	0.000000000000000	1.067069029000000	0.000000000000000	1.091618181000000	0.000000000000000	1.071042406000000	0.000000000000000	1.061388866000000	0.000000000000000	1.079452219000000	0.000000000000000	1.066838480000000	0.000000000000000	1.060333782000000	0.000000000000000	1.046727174000000	0.000000000000000	1.052105588000000	0.000000000000000	1.060499344000000	0.000000000000000	1.047313156000000	0.000000000000000	1.048230732000000	0.000000000000000	1.038081832000000	0.000000000000000	1.045965057000000	0.000000000000000	1.091850812000000	0.000000000000000	1.030800968000000	0.000000000000000	1.035625942000000	0.000000000000000	1.089161733000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-13.0	7	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.997111581000000	0.000000000000000	1.028469712000000	0.000000000000000	1.005006604000000	0.000000000000000	0.995823513800000	0.000000000000000	0.990001012700000	0.000000000000000	1.003475776000000	0.000000000000000	0.991656803700000	0.000000000000000	1.004091430000000	0.000000000000000	1.008125991000000	0.000000000000000	0.992728495800000	0.000000000000000	1.001330475000000	0.000000000000000	0.986250238200000	0.000000000000000	1.001119772000000	0.000000000000000	0.998288931000000	0.000000000000000	1.010565355000000	0.000000000000000	0.993872842800000	0.000000000000000	0.982315361300000	0.000000000000000	0.982108114200000	0.000000000000000	0.988396348700000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-13.5	6	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.070000379000000	0.000000000000000	1.069787447000000	0.000000000000000	1.045851265000000	0.000000000000000	1.055216774000000	0.000000000000000	1.070345914000000	0.000000000000000	1.099165979000000	0.000000000000000	1.045435666000000	0.000000000000000	1.084377267000000	0.000000000000000	1.035886777000000	0.000000000000000	1.065256043000000	0.000000000000000	1.055747785000000	0.000000000000000	1.067321267000000	0.000000000000000	1.070076386000000	0.000000000000000	1.060883580000000	0.000000000000000	1.078323404000000	0.000000000000000	1.063734895000000	0.000000000000000	1.076379264000000	0.000000000000000	1.059814887000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-14.0	5	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.029247875000000	0.000000000000000	0.987003669400000	0.000000000000000	1.018053252000000	0.000000000000000	0.987472271600000	0.000000000000000	0.997908869800000	0.000000000000000	0.978308686000000	0.000000000000000	0.977315416000000	0.000000000000000	0.969090843700000	0.000000000000000	0.982298987200000	0.000000000000000	0.988449173600000	0.000000000000000	0.993220635300000	0.000000000000000	1.018157329000000	0.000000000000000	1.012912907000000	0.000000000000000	0.991269155300000	0.000000000000000	0.982536647900000	0.000000000000000	1.029542327000000	0.000000000000000	1.015080411000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-14.5	4	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.086999830000000	0.000000000000000	1.045129677000000	0.000000000000000	1.059355083000000	0.000000000000000	1.045457153000000	0.000000000000000	1.055170971000000	0.000000000000000	1.055573186000000	0.000000000000000	1.053956386000000	0.000000000000000	1.088987568000000	0.000000000000000	1.124079304000000	0.000000000000000	1.071463744000000	0.000000000000000	1.050848817000000	0.000000000000000	1.097909448000000	0.000000000000000	1.051104287000000	0.000000000000000	1.074205252000000	0.000000000000000	1.047493523000000	0.000000000000000	1.077214514000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-15.0	3	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.026285358000000	0.000000000000000	1.001510070000000	0.000000000000000	0.989037293200000	0.000000000000000	1.000006179000000	0.000000000000000	0.988570726000000	0.000000000000000	1.002069650000000	0.000000000000000	0.970807601900000	0.000000000000000	0.987658041900000	0.000000000000000	1.023034766000000	0.000000000000000	1.025195893000000	0.000000000000000	1.032226855000000	0.000000000000000	1.008182428000000	0.000000000000000	0.997674364700000	0.000000000000000	1.005598643000000	0.000000000000000	1.005591195000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-15.5	2	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.058552183000000	0.000000000000000	1.057004897000000	0.000000000000000	1.065604900000000	0.000000000000000	1.061028042000000	0.000000000000000	1.058810529000000	0.000000000000000	1.083206304000000	0.000000000000000	1.072807539000000	0.000000000000000	1.077962032000000	0.000000000000000	1.066181049000000	0.000000000000000	1.066961459000000	0.000000000000000	1.078072327000000	0.000000000000000	1.071126953000000	0.000000000000000	1.080251991000000	0.000000000000000	1.073394342000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-16.0	1	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.019765553000000	0.000000000000000	1.021042247000000	0.000000000000000	1.001923742000000	0.000000000000000	1.014091116000000	0.000000000000000	0.993124131500000	0.000000000000000	1.020380543000000	0.000000000000000	0.988241146400000	0.000000000000000	1.001073707000000	0.000000000000000	0.966809249600000	0.000000000000000	0.982098846700000	0.000000000000000	1.028656194000000	0.000000000000000	1.037786979000000	0.000000000000000	1.025999640000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
	COL	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53
	Xcm	-13.0	-12.5	-12.0	-11.5	-11.0	-10.5	-10.0	-9.5	-9.0	-8.5	-8.0	-7.5	-7.0	-6.5	-6.0	-5.5	-5.0	-4.5	-4.0	-3.5	-3.0	-2.5	-2.0	-1.5	-1.0	-0.5	0.0	0.5	1.0	1.5	2.0	2.5	3.0	3.5	4.0	4.5	5.0	5.5	6.0	6.5	7.0	7.5	8.0	8.5	9.0	9.5	10.0	10.5	11.0	11.5	12.0	12.5	13.0

Raw Counts
Ycm	ROW	
16.0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8379	0	9338	0	9126	0	10099	0	12183	0	13879	0	13932	0	15892	0	13249	0	9029	0	8485	0	8643	0	9107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.5	64	0	0	0	0	0	0	0	0	0	0	0	0	0	10472	0	9662	0	9829	0	10647	0	11371	0	16298	0	16785	0	17527	0	17013	0	12208	0	11470	0	10488	0	10512	0	10484	0	0	0	0	0	0	0	0	0	0	0	0	0
15.0	63	0	0	0	0	0	0	0	0	0	0	0	0	10937	0	12681	0	12679	0	14491	0	13949	0	17212	0	21202	0	20313	0	20967	0	19120	0	14911	0	13943	0	13207	0	12607	0	10340	0	0	0	0	0	0	0	0	0	0	0	0
14.5	62	0	0	0	0	0	0	0	0	0	0	0	11316	0	12206	0	12990	0	13012	0	12931	0	13870	0	20863	0	19895	0	17967	0	19642	0	14616	0	13437	0	13414	0	13024	0	11408	0	10643	0	0	0	0	0	0	0	0	0	0	0
14.0	61	0	0	0	0	0	0	0	0	0	0	13053	0	14599	0	15198	0	16053	0	16196	0	15919	0	19851	0	25098	0	25180	0	24248	0	21764	0	17247	0	15081	0	15349	0	14916	0	14082	0	12077	0	0	0	0	0	0	0	0	0	0
13.5	60	0	0	0	0	0	0	0	0	0	12177	0	13355	0	14638	0	14914	0	15397	0	16235	0	17705	0	22548	0	23966	0	22982	0	23064	0	17915	0	15952	0	15488	0	16008	0	14740	0	13126	0	12422	0	0	0	0	0	0	0	0	0
13.0	59	0	0	0	0	0	0	0	0	13527	0	14890	0	16511	0	15193	0	18627	0	20111	0	20926	0	25715	0	27841	0	28762	0	27496	0	26521	0	19698	0	20106	0	18284	0	18312	0	15993	0	15631	0	13980	0	0	0	0	0	0	0	0
12.5	58	0	0	0	0	0	0	0	13526	0	14483	0	15190	0	17299	0	18311	0	18109	0	20731	0	20506	0	27364	0	27391	0	26593	0	28130	0	21876	0	20123	0	19959	0	19051	0	16804	0	16189	0	14277	0	13186	0	0	0	0	0	0	0
12.0	57	0	0	0	0	0	0	14432	0	16222	0	18140	0	19876	0	22085	0	24042	0	24503	0	23588	0	29845	0	34752	0	35194	0	34103	0	32082	0	25835	0	25329	0	22765	0	21760	0	19184	0	18189	0	16727	0	15403	0	0	0	0	0	0
11.5	56	0	0	0	0	0	14474	0	15366	0	16739	0	19389	0	21502	0	22206	0	24606	0	26395	0	27820	0	34852	0	35960	0	36541	0	35332	0	28690	0	25538	0	25461	0	23542	0	22118	0	20065	0	17711	0	16337	0	14357	0	0	0	0	0
11.0	55	0	0	0	0	15993	0	18262	0	19813	0	22260	0	25974	0	25142	0	30286	0	31646	0	33583	0	39528	0	44202	0	43529	0	43431	0	40765	0	33109	0	32138	0	28517	0	26084	0	25246	0	21800	0	20117	0	18585	0	15792	0	0	0	0
10.5	54	0	0	0	15332	0	17140	0	19313	0	20155	0	25232	0	25759	0	30821	0	31008	0	34554	0	37511	0	44662	0	42649	0	46379	0	46164	0	38573	0	35792	0	33816	0	30299	0	26165	0	25572	0	22140	0	18483	0	17330	0	14958	0	0	0
10.0	53	0	0	16723	0	19464	0	21600	0	24058	0	27944	0	32048	0	35870	0	39717	0	43724	0	47320	0	51053	0	58118	0	56192	0	56235	0	54522	0	46316	0	44203	0	38808	0	36361	0	31381	0	29295	0	23458	0	21269	0	18304	0	16550	0	0
9.5	52	0	16071	0	17908	0	20732	0	23487	0	28072	0	32179	0	35849	0	40678	0	45204	0	46408	0	53018	0	59281	0	62191	0	58033	0	59155	0	51980	0	46246	0	45598	0	40841	0	35477	0	30595	0	28064	0	23258	0	20778	0	17673	0	15426	0
9.0	51	16781	0	19385	0	24259	0	26184	0	30937	0	35864	0	41595	0	47233	0	54639	0	55182	0	62251	0	71293	0	76380	0	79313	0	76810	0	69396	0	63441	0	59124	0	55011	0	46720	0	40571	0	35107	0	32416	0	25935	0	23544	0	19269	0	17070
8.5	50	0	16704	0	20851	0	25228	0	29223	0	36436	0	40710	0	48458	0	54577	0	62827	0	68074	0	72698	0	83112	0	85251	0	83047	0	84648	0	70637	0	68183	0	62811	0	52882	0	48753	0	40744	0	33994	0	29771	0	25984	0	21549	0	17601	0
8.0	49	18856	0	22969	0	27323	0	31541	0	38768	0	43852	0	55492	0	62641	0	73773	0	82029	0	94766	0	104313	0	106128	0	111697	0	108348	0	98547	0	92347	0	86954	0	75510	0	66262	0	52331	0	44314	0	37916	0	31739	0	26528	0	23011	0	18673
7.5	48	0	20256	0	25022	0	30565	0	38397	0	43527	0	55383	0	65767	0	79706	0	89828	0	99055	0	112847	0	121615	0	124980	0	125140	0	122537	0	112434	0	102366	0	91923	0	81762	0	67201	0	53616	0	45962	0	37303	0	30696	0	25166	0	21551	0
7.0	47	22093	0	27581	0	32359	0	38546	0	47256	0	57282	0	72315	0	91130	0	112483	0	124827	0	144486	0	155629	0	162176	0	164036	0	172718	0	153065	0	140209	0	134344	0	112560	0	90862	0	75396	0	60708	0	48411	0	39121	0	33591	0	25632	0	21158
6.5	46	0	24489	0	29816	0	37166	0	45265	0	56252	0	68998	0	91529	0	117026	0	144571	0	172939	0	187469	0	204177	0	201050	0	206182	0	210886	0	188175	0	166843	0	153249	0	124271	0	91710	0	71143	0	57469	0	46122	0	38937	0	29954	0	24926	0
6.0	45	24938	0	34061	0	39564	0	48108	0	58391	0	79317	0	101149	0	133243	0	180144	0	263983	0	292906	0	299473	0	306542	0	308272	0	308660	0	294055	0	279534	0	251529	0	195018	0	135363	0	98630	0	74554	0	60076	0	47996	0	39139	0	30098	0	26396
5.5	44	0	28398	0	34112	0	44130	0	56112	0	72503	0	93078	0	127941	0	213531	0	487988	0	537465	0	569333	0	567472	0	576510	0	565992	0	570863	0	552912	0	522972	0	459449	0	209996	0	126258	0	95210	0	70742	0	56155	0	42916	0	35702	0	27324	0
5.0	43	29327	0	37352	0	48117	0	59413	0	77452	0	96996	0	126812	0	223203	0	1786036	0	3203388	0	3284856	0	3339908	0	3341576	0	3244281	0	3350842	0	3357924	0	3300902	0	3121161	0	2054802	0	223981	0	131963	0	96414	0	76404	0	59631	0	45283	0	36705	0	31034
4.5	42	0	34476	0	41243	0	52292	0	69127	0	86413	0	116912	0	172474	0	460472	0	3303293	0	3564572	0	3554567	0	3510841	0	3604013	0	3710547	0	3491369	0	3571811	0	3507192	0	3373048	0	468579	0	175955	0	117166	0	88453	0	70549	0	53227	0	40801	0	32568	0
4.0	41	32643	0	43269	0	52502	0	66283	0	83925	0	116644	0	162879	0	268052	0	2025714	0	3730949	0	3886237	0	3955917	0	3670364	0	4010217	0	3811790	0	4000720	0	3921144	0	3847098	0	2292670	0	286951	0	167126	0	118118	0	88628	0	63870	0	52604	0	41992	0	33375
3.5	40	0	37635	0	46338	0	58696	0	72407	0	101586	0	130352	0	203972	0	505864	0	3436096	0	3629383	0	3625196	0	3788428	0	3767520	0	3692422	0	3800866	0	3649050	0	3596413	0	3489242	0	543408	0	203504	0	135006	0	101992	0	74340	0	57507	0	46759	0	37359	0
3.0	39	35242	0	46137	0	57459	0	73017	0	89797	0	123072	0	179799	0	306293	0	2060697	0	3848720	0	4094903	0	3955854	0	3947935	0	4058813	0	4064120	0	3917937	0	4028467	0	3905822	0	2381629	0	304208	0	173438	0	125307	0	93174	0	72951	0	55182	0	41985	0	36574
2.5	38	0	37616	0	47895	0	58957	0	77165	0	105419	0	142444	0	215364	0	541857	0	3382301	0	3692659	0	3658281	0	3739634	0	3790990	0	3761223	0	3692592	0	3744721	0	3732409	0	3437622	0	574640	0	215102	0	146422	0	103582	0	79687	0	61308	0	49914	0	37597	0
2.0	37	36474	0	45855	0	60463	0	76420	0	98335	0	132317	0	186376	0	316131	0	2207978	0	3870579	0	3890271	0	4038248	0	4023682	0	4021517	0	3912648	0	3850539	0	3898862	0	3790690	0	2359971	0	318744	0	187309	0	128409	0	102630	0	75414	0	57113	0	46425	0	36749
1.5	36	0	38231	0	50841	0	63289	0	80901	0	108064	0	147114	0	225843	0	541061	0	3555240	0	3620442	0	3765297	0	3700168	0	3709855	0	3755441	0	3673168	0	3710963	0	3674141	0	3434945	0	546094	0	222875	0	149694	0	106600	0	83487	0	65543	0	49582	0	40687	0
1.0	35	37151	0	46977	0	61309	0	79748	0	102177	0	137404	0	185597	0	318153	0	2144283	0	3756692	0	3968670	0	3960232	0	3965250	0	3963265	0	4147828	0	3972547	0	4043366	0	3882158	0	2377173	0	314652	0	186016	0	134162	0	100615	0	79234	0	59861	0	47122	0	37537
0.5	34	0	40106	0	50045	0	66078	0	82655	0	109740	0	152222	0	220417	0	549377	0	3490085	0	3592677	0	3726243	0	3703278	0	3722109	0	3687117	0	3754283	0	3745782	0	3732586	0	3474111	0	557286	0	232111	0	154456	0	113114	0	84603	0	66300	0	50472	0	40038	0
0.0	33	36254	0	47467	0	61087	0	76255	0	101651	0	133643	0	190430	0	313206	0	2273527	0	3832177	0	3814818	0	3961066	0	3881953	0	3967956	0	3976445	0	3977396	0	4022606	0	3846803	0	2337918	0	319695	0	189726	0	126165	0	103555	0	79706	0	62250	0	47906	0	37278
-0.5	32	0	38694	0	51033	0	67452	0	82532	0	112218	0	152189	0	222297	0	546226	0	3418006	0	3697480	0	3646319	0	3580284	0	3748244	0	3749292	0	3785607	0	3628171	0	3708071	0	3464194	0	554207	0	225467	0	154016	0	110994	0	87754	0	63732	0	50835	0	40441	0
-1.0	31	36115	0	46476	0	59574	0	79168	0	101325	0	137562	0	187002	0	333782	0	2219720	0	3838990	0	3898334	0	4008080	0	3943050	0	3937152	0	4064316	0	3840645	0	4001424	0	3844123	0	2433998	0	318637	0	194712	0	137971	0	102434	0	76353	0	60195	0	51586	0	38490
