-5.0	23	1.016590496000000	0.000000000000000	1.022510689000000	0.000000000000000	1.016812440000000	0.000000000000000	1.006797144000000	0.000000000000000	0.972071961700000	0.000000000000000	1.013672445000000	0.000000000000000	0.998281753600000	0.000000000000000	1.000493678000000	0.000000000000000	0.971391676500000	0.000000000000000	0.995640067800000	0.000000000000000	1.018390595000000	0.000000000000000	1.014994571000000	0.000000000000000	1.022633805000000	0.000000000000000	1.015780800000000	0.000000000000000	0.980927213800000	0.000000000000000	1.005677897000000	0.000000000000000	0.980427522100000	0.000000000000000	0.992954343600000	0.000000000000000	0.998650142500000	0.000000000000000	0.986286208000000	0.000000000000000	0.984023664400000	0.000000000000000	1.010648794000000	0.000000000000000	0.989385947800000	0.000000000000000	1.011864661000000	0.000000000000000	1.023237880000000	0.000000000000000	1.023009703000000	0.000000000000000	1.039590591000000
-5.5	22	0.000000000000000	1.089828229000000	0.000000000000000	1.094267305000000	0.000000000000000	1.052663456000000	0.000000000000000	1.071188057000000	0.000000000000000	1.078487079000000	0.000000000000000	1.054061321000000	0.000000000000000	1.092254490000000	0.000000000000000	1.103661767000000	0.000000000000000	1.051557267000000	0.000000000000000	1.061565395000000	0.000000000000000	1.087617127000000	0.000000000000000	1.080049401000000	0.000000000000000	1.070820549000000	0.000000000000000	1.057364823000000	0.000000000000000	1.076375612000000	0.000000000000000	1.070375357000000	0.000000000000000	1.059556121000000	0.000000000000000	1.055727525000000	0.000000000000000	1.064423501000000	0.000000000000000	1.111600357000000	0.000000000000000	1.072481127000000	0.000000000000000	1.059422045000000	0.000000000000000	1.056833704000000	0.000000000000000	1.088994248000000	0.000000000000000	1.048766157000000	0.000000000000000	1.083806609000000	0.000000000000000
-6.0	21	1.040719382000000	0.000000000000000	1.011006032000000	0.000000000000000	1.001792147000000	0.000000000000000	1.016953981000000	0.000000000000000	1.032496670000000	0.000000000000000	1.013764781000000	0.000000000000000	1.000441726000000	0.000000000000000	0.978392775300000	0.000000000000000	0.950054687700000	0.000000000000000	1.010248766000000	0.000000000000000	0.995912565800000	0.000000000000000	0.986453363900000	0.000000000000000	0.981993085700000	0.000000000000000	0.972404460900000	0.000000000000000	0.995232227800000	0.000000000000000	0.975889140800000	0.000000000000000	0.997279546500000	0.000000000000000	1.036587652000000	0.000000000000000	0.989581382100000	0.000000000000000	0.975841584700000	0.000000000000000	0.980515415900000	0.000000000000000	1.006950661000000	0.000000000000000	0.979260201400000	0.000000000000000	0.997492261400000	0.000000000000000	0.995799629000000	0.000000000000000	1.011086173000000	0.000000000000000	1.038361863000000
-6.5	20	0.000000000000000	1.082397592000000	0.000000000000000	1.065367756000000	0.000000000000000	1.069960961000000	0.000000000000000	1.055047948000000	0.000000000000000	1.052221693000000	0.000000000000000	1.052979565000000	0.000000000000000	1.071726047000000	0.000000000000000	1.052152943000000	0.000000000000000	1.053600373000000	0.000000000000000	1.072590304000000	0.000000000000000	1.075267038000000	0.000000000000000	1.068090603000000	0.000000000000000	1.084441430000000	0.000000000000000	1.072950465000000	0.000000000000000	1.054296285000000	0.000000000000000	1.030947655000000	0.000000000000000	1.069233118000000	0.000000000000000	1.062143114000000	0.000000000000000	1.062156071000000	0.000000000000000	1.076338302000000	0.000000000000000	1.087440624000000	0.000000000000000	1.064092115000000	0.000000000000000	1.076969954000000	0.000000000000000	1.047730591000000	0.000000000000000	1.071528545000000	0.000000000000000	1.079899797000000	0.000000000000000
-7.0	19	1.014978767000000	0.000000000000000	0.996586891900000	0.000000000000000	1.036632445000000	0.000000000000000	1.018599069000000	0.000000000000000	0.980585197800000	0.000000000000000	0.992568391800000	0.000000000000000	1.004403201000000	0.000000000000000	1.018070362000000	0.000000000000000	0.996496849300000	0.000000000000000	1.019709446000000	0.000000000000000	1.023488121000000	0.000000000000000	1.015135387000000	0.000000000000000	1.008998991000000	0.000000000000000	1.007295655000000	0.000000000000000	0.959887389400000	0.000000000000000	1.004490490000000	0.000000000000000	1.013475730000000	0.000000000000000	1.008071453000000	0.000000000000000	1.016802304000000	0.000000000000000	0.990005653700000	0.000000000000000	0.991533342600000	0.000000000000000	1.002317174000000	0.000000000000000	1.016342550000000	0.000000000000000	1.029635680000000	0.000000000000000	1.000810945000000	0.000000000000000	1.001088480000000	0.000000000000000	1.029595406000000
-7.5	18	0.000000000000000	1.101912945000000	0.000000000000000	1.087811463000000	0.000000000000000	1.066419134000000	0.000000000000000	1.050952153000000	0.000000000000000	1.041402056000000	0.000000000000000	1.054466335000000	0.000000000000000	1.044961725000000	0.000000000000000	1.078284586000000	0.000000000000000	1.058468581000000	0.000000000000000	1.078200172000000	0.000000000000000	1.083915180000000	0.000000000000000	1.070975452000000	0.000000000000000	1.075355872000000	0.000000000000000	1.085454556000000	0.000000000000000	1.029661643000000	0.000000000000000	1.062652280000000	0.000000000000000	1.060070690000000	0.000000000000000	1.076456860000000	0.000000000000000	1.052480646000000	0.000000000000000	1.075208968000000	0.000000000000000	1.022257021000000	0.000000000000000	1.063052879000000	0.000000000000000	1.043029011000000	0.000000000000000	1.075167161000000	0.000000000000000	1.080419871000000	0.000000000000000	1.093594741000000	0.000000000000000
-8.0	17	1.033285197000000	0.000000000000000	1.024199640000000	0.000000000000000	0.984364234000000	0.000000000000000	1.010708443000000	0.000000000000000	0.985512565300000	0.000000000000000	0.987385364300000	0.000000000000000	1.010939053000000	0.000000000000000	1.000555976000000	0.000000000000000	1.013373829000000	0.000000000000000	1.002476857000000	0.000000000000000	1.006459970000000	0.000000000000000	0.975252162800000	0.000000000000000	1.001930077000000	0.000000000000000	0.967636317600000	0.000000000000000	1.000007633000000	0.000000000000000	0.987884875400000	0.000000000000000	1.006064209000000	0.000000000000000	1.011171966000000	0.000000000000000	1.001892388000000	0.000000000000000	1.021958099000000	0.000000000000000	1.007860077000000	0.000000000000000	1.004845351000000	0.000000000000000	1.028877736000000	0.000000000000000	0.994603901500000	0.000000000000000	1.030787746000000	0.000000000000000	0.984030500000000	0.000000000000000	0.994158247800000
-8.5	16	0.000000000000000	1.065369649000000	0.000000000000000	1.071755654000000	0.000000000000000	1.089676114000000	0.000000000000000	1.091353395000000	0.000000000000000	1.081252273000000	0.000000000000000	1.081146367000000	0.000000000000000	1.072137032000000	0.000000000000000	1.040163773000000	0.000000000000000	1.066747280000000	0.000000000000000	1.057461012000000	0.000000000000000	1.064218418000000	0.000000000000000	1.074976766000000	0.000000000000000	1.065692242000000	0.000000000000000	1.090802091000000	0.000000000000000	1.052288340000000	0.000000000000000	1.058311894000000	0.000000000000000	1.083343596000000	0.000000000000000	1.062364046000000	0.000000000000000	1.043805067000000	0.000000000000000	1.082623100000000	0.000000000000000	1.074463700000000	0.000000000000000	1.087332261000000	0.000000000000000	1.073266167000000	0.000000000000000	1.073964806000000	0.000000000000000	1.059389214000000	0.000000000000000	1.102833594000000	0.000000000000000
-9.0	15	1.043296754000000	0.000000000000000	1.036585563000000	0.000000000000000	1.023632568000000	0.000000000000000	0.996163655100000	0.000000000000000	1.016036969000000	0.000000000000000	0.981431437000000	0.000000000000000	0.982896661500000	0.000000000000000	0.997777978400000	0.000000000000000	1.012685723000000	0.000000000000000	0.987214614800000	0.000000000000000	1.006019243000000	0.000000000000000	1.026354509000000	0.000000000000000	1.006674049000000	0.000000000000000	1.001063223000000	0.000000000000000	0.975252544900000	0.000000000000000	0.986957267800000	0.000000000000000	1.027770974000000	0.000000000000000	1.017115025000000	0.000000000000000	1.013311278000000	0.000000000000000	1.018411317000000	0.000000000000000	0.986281074100000	0.000000000000000	1.006590332000000	0.000000000000000	1.010173031000000	0.000000000000000	1.014395519000000	0.000000000000000	1.031912738000000	0.000000000000000	0.998577532300000	0.000000000000000	1.042273023000000
-9.5	14	0.000000000000000	1.088549494000000	0.000000000000000	1.074861855000000	0.000000000000000	1.041901519000000	0.000000000000000	1.065202684000000	0.000000000000000	1.073789963000000	0.000000000000000	1.059527106000000	0.000000000000000	1.047532276000000	0.000000000000000	1.045279143000000	0.000000000000000	1.053369196000000	0.000000000000000	1.066381585000000	0.000000000000000	1.083889784000000	0.000000000000000	1.062069612000000	0.000000000000000	1.061881273000000	0.000000000000000	1.060308236000000	0.000000000000000	1.046629536000000	0.000000000000000	1.057883468000000	0.000000000000000	1.058851685000000	0.000000000000000	1.060356147000000	0.000000000000000	1.032109311000000	0.000000000000000	1.081999824000000	0.000000000000000	1.068574846000000	0.000000000000000	1.059204725000000	0.000000000000000	1.068949947000000	0.000000000000000	1.075270121000000	0.000000000000000	1.075198972000000	0.000000000000000	1.064846552000000	0.000000000000000
-10.0	13	0.000000000000000	0.000000000000000	1.004997694000000	0.000000000000000	1.001086912000000	0.000000000000000	0.992737526800000	0.000000000000000	0.995359337400000	0.000000000000000	0.993827678600000	0.000000000000000	1.020691988000000	0.000000000000000	1.029986969000000	0.000000000000000	0.992192441200000	0.000000000000000	0.982961727500000	0.000000000000000	1.018453208000000	0.000000000000000	0.995746091000000	0.000000000000000	1.002052285000000	0.000000000000000	0.962878680700000	0.000000000000000	1.024670621000000	0.000000000000000	0.981464337200000	0.000000000000000	0.985237588700000	0.000000000000000	0.990840161400000	0.000000000000000	0.971725163800000	0.000000000000000	0.997842240300000	0.000000000000000	1.017883480000000	0.000000000000000	0.987694502400000	0.000000000000000	1.019751567000000	0.000000000000000	1.009016688000000	0.000000000000000	1.016487808000000	0.000000000000000	1.001933348000000	0.000000000000000	0.000000000000000
-10.5	12	0.000000000000000	0.000000000000000	0.000000000000000	1.036055648000000	0.000000000000000	1.083446293000000	0.000000000000000	1.086826598000000	0.000000000000000	1.067385606000000	0.000000000000000	1.053621433000000	0.000000000000000	1.048269713000000	0.000000000000000	1.084986392000000	0.000000000000000	1.056934787000000	0.000000000000000	1.050116797000000	0.000000000000000	1.053010476000000	0.000000000000000	1.075246395000000	0.000000000000000	1.078654772000000	0.000000000000000	1.052854447000000	0.000000000000000	1.050045200000000	0.000000000000000	1.040653517000000	0.000000000000000	1.067370234000000	0.000000000000000	1.069786729000000	0.000000000000000	1.081066814000000	0.000000000000000	1.088908542000000	0.000000000000000	1.059810299000000	0.000000000000000	1.070281336000000	0.000000000000000	1.068146802000000	0.000000000000000	1.061421403000000	0.000000000000000	1.087693713000000	0.000000000000000	0.000000000000000	0.000000000000000
-11.0	11	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.014936460000000	0.000000000000000	1.021298472000000	0.000000000000000	0.987207254400000	0.000000000000000	0.996826295300000	0.000000000000000	0.967770828700000	0.000000000000000	1.001131960000000	0.000000000000000	1.025235431000000	0.000000000000000	1.015425161000000	0.000000000000000	1.013566597000000	0.000000000000000	0.991641120200000	0.000000000000000	1.009245122000000	0.000000000000000	0.982179897600000	0.000000000000000	0.972441922500000	0.000000000000000	0.964464613200000	0.000000000000000	1.039696174000000	0.000000000000000	1.032025468000000	0.000000000000000	1.023419822000000	0.000000000000000	1.012284089000000	0.000000000000000	0.966883434400000	0.000000000000000	0.989463099100000	0.000000000000000	0.985065557300000	0.000000000000000	0.988178032900000	0.000000000000000	1.008794874000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-11.5	10	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.090605858000000	0.000000000000000	1.090693421000000	0.000000000000000	1.097048310000000	0.000000000000000	1.056878983000000	0.000000000000000	1.098669125000000	0.000000000000000	1.110524685000000	0.000000000000000	1.053431611000000	0.000000000000000	1.059022686000000	0.000000000000000	1.059777726000000	0.000000000000000	1.048717817000000	0.000000000000000	1.065625085000000	0.000000000000000	1.034435729000000	0.000000000000000	1.091486525000000	0.000000000000000	1.038926879000000	0.000000000000000	1.065640493000000	0.000000000000000	1.089406911000000	0.000000000000000	1.078595499000000	0.000000000000000	1.056731009000000	0.000000000000000	1.064171917000000	0.000000000000000	1.074030988000000	0.000000000000000	1.058111450000000	0.000000000000000	1.091934078000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-12.0	9	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.043380474000000	0.000000000000000	1.017623263000000	0.000000000000000	1.035466398000000	0.000000000000000	1.004894322000000	0.000000000000000	0.981384289100000	0.000000000000000	0.987126595100000	0.000000000000000	0.991194423700000	0.000000000000000	1.016318339000000	0.000000000000000	0.989083184000000	0.000000000000000	0.975989406000000	0.000000000000000	1.027049563000000	0.000000000000000	1.041679984000000	0.000000000000000	1.003303996000000	0.000000000000000	0.986907036800000	0.000000000000000	0.970151763100000	0.000000000000000	0.991482726400000	0.000000000000000	0.962182891900000	0.000000000000000	0.993474174100000	0.000000000000000	1.001422139000000	0.000000000000000	0.986140201200000	0.000000000000000	0.982931744200000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-12.5	8	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.077826317000000	0.000000000000000	1.054970095000000	0.000000000000000	1.067069029000000	0.000000000000000	1.091618181000000	0.000000000000000	1.071042406000000	0.000000000000000	1.061388866000000	0.000000000000000	1.079452219000000	0.000000000000000	1.066838480000000	0.000000000000000	1.060333782000000	0.000000000000000	1.046727174000000	0.000000000000000	1.052105588000000	0.000000000000000	1.060499344000000	0.000000000000000	1.047313156000000	0.000000000000000	1.048230732000000	0.000000000000000	1.038081832000000	0.000000000000000	1.045965057000000	0.000000000000000	1.091850812000000	0.000000000000000	1.030800968000000	0.000000000000000	1.035625942000000	0.000000000000000	1.089161733000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-13.0	7	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.997111581000000	0.000000000000000	1.028469712000000	0.000000000000000	1.005006604000000	0.000000000000000	0.995823513800000	0.000000000000000	0.990001012700000	0.000000000000000	1.003475776000000	0.000000000000000	0.991656803700000	0.000000000000000	1.004091430000000	0.000000000000000	1.008125991000000	0.000000000000000	0.992728495800000	0.000000000000000	1.001330475000000	0.000000000000000	0.986250238200000	0.000000000000000	1.001119772000000	0.000000000000000	0.998288931000000	0.000000000000000	1.010565355000000	0.000000000000000	0.993872842800000	0.000000000000000	0.982315361300000	0.000000000000000	0.982108114200000	0.000000000000000	0.988396348700000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-13.5	6	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.070000379000000	0.000000000000000	1.069787447000000	0.000000000000000	1.045851265000000	0.000000000000000	1.055216774000000	0.000000000000000	1.070345914000000	0.000000000000000	1.099165979000000	0.000000000000000	1.045435666000000	0.000000000000000	1.084377267000000	0.000000000000000	1.035886777000000	0.000000000000000	1.065256043000000	0.000000000000000	1.055747785000000	0.000000000000000	1.067321267000000	0.000000000000000	1.070076386000000	0.000000000000000	1.060883580000000	0.000000000000000	1.078323404000000	0.000000000000000	1.063734895000000	0.000000000000000	1.076379264000000	0.000000000000000	1.059814887000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-14.0	5	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.029247875000000	0.000000000000000	0.987003669400000	0.000000000000000	1.018053252000000	0.000000000000000	0.987472271600000	0.000000000000000	0.997908869800000	0.000000000000000	0.978308686000000	0.000000000000000	0.977315416000000	0.000000000000000	0.969090843700000	0.000000000000000	0.982298987200000	0.000000000000000	0.988449173600000	0.000000000000000	0.993220635300000	0.000000000000000	1.018157329000000	0.000000000000000	1.012912907000000	0.000000000000000	0.991269155300000	0.000000000000000	0.982536647900000	0.000000000000000	1.029542327000000	0.000000000000000	1.015080411000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-14.5	4	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.086999830000000	0.000000000000000	1.045129677000000	0.000000000000000	1.059355083000000	0.000000000000000	1.045457153000000	0.000000000000000	1.055170971000000	0.000000000000000	1.055573186000000	0.000000000000000	1.053956386000000	0.000000000000000	1.088987568000000	0.000000000000000	1.124079304000000	0.000000000000000	1.071463744000000	0.000000000000000	1.050848817000000	0.000000000000000	1.097909448000000	0.000000000000000	1.051104287000000	0.000000000000000	1.074205252000000	0.000000000000000	1.047493523000000	0.000000000000000	1.077214514000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-15.0	3	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.026285358000000	0.000000000000000	1.001510070000000	0.000000000000000	0.989037293200000	0.000000000000000	1.000006179000000	0.000000000000000	0.988570726000000	0.000000000000000	1.002069650000000	0.000000000000000	0.970807601900000	0.000000000000000	0.987658041900000	0.000000000000000	1.023034766000000	0.000000000000000	1.025195893000000	0.000000000000000	1.032226855000000	0.000000000000000	1.008182428000000	0.000000000000000	0.997674364700000	0.000000000000000	1.005598643000000	0.000000000000000	1.005591195000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-15.5	2	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.058552183000000	0.000000000000000	1.057004897000000	0.000000000000000	1.065604900000000	0.000000000000000	1.061028042000000	0.000000000000000	1.058810529000000	0.000000000000000	1.083206304000000	0.000000000000000	1.072807539000000	0.000000000000000	1.077962032000000	0.000000000000000	1.066181049000000	0.000000000000000	1.066961459000000	0.000000000000000	1.078072327000000	0.000000000000000	1.071126953000000	0.000000000000000	1.080251991000000	0.000000000000000	1.073394342000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-16.0	1	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.019765553000000	0.000000000000000	1.021042247000000	0.000000000000000	1.001923742000000	0.000000000000000	1.014091116000000	0.000000000000000	0.993124131500000	0.000000000000000	1.020380543000000	0.000000000000000	0.988241146400000	0.000000000000000	1.001073707000000	0.000000000000000	0.966809249600000	0.000000000000000	0.982098846700000	0.000000000000000	1.028656194000000	0.000000000000000	1.037786979000000	0.000000000000000	1.025999640000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
	COL	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53
	Xcm	-13.0	-12.5	-12.0	-11.5	-11.0	-10.5	-10.0	-9.5	-9.0	-8.5	-8.0	-7.5	-7.0	-6.5	-6.0	-5.5	-5.0	-4.5	-4.0	-3.5	-3.0	-2.5	-2.0	-1.5	-1.0	-0.5	0.0	0.5	1.0	1.5	2.0	2.5	3.0	3.5	4.0	4.5	5.0	5.5	6.0	6.5	7.0	7.5	8.0	8.5	9.0	9.5	10.0	10.5	11.0	11.5	12.0	12.5	13.0

Raw Counts
Ycm	ROW	
16.0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154068	0	156257	0	161239	0	162812	0	162122	0	163178	0	168408	0	172011	0	167557	0	160619	0	159923	0	149804	0	151529	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.5	64	0	0	0	0	0	0	0	0	0	0	0	0	0	184618	0	189608	0	185204	0	189881	0	191451	0	194552	0	192850	0	203532	0	200160	0	204456	0	194110	0	187097	0	179858	0	187197	0	0	0	0	0	0	0	0	0	0	0	0	0
15.0	63	0	0	0	0	0	0	0	0	0	0	0	0	217146	0	233769	0	237361	0	248022	0	240680	0	245258	0	246353	0	245052	0	248359	0	252836	0	243868	0	238538	0	239039	0	226677	0	211047	0	0	0	0	0	0	0	0	0	0	0	0
14.5	62	0	0	0	0	0	0	0	0	0	0	0	255369	0	259924	0	265788	0	264028	0	268151	0	262447	0	290728	0	273393	0	261303	0	283500	0	273558	0	266499	0	273172	0	262728	0	249891	0	244818	0	0	0	0	0	0	0	0	0	0	0
14.0	61	0	0	0	0	0	0	0	0	0	0	337084	0	349745	0	350765	0	363737	0	358720	0	351612	0	361961	0	382824	0	383731	0	377598	0	372156	0	352382	0	343873	0	338868	0	344295	0	330245	0	323897	0	0	0	0	0	0	0	0	0	0
13.5	60	0	0	0	0	0	0	0	0	0	420795	0	438592	0	453354	0	450494	0	462009	0	463034	0	474215	0	464649	0	463414	0	454668	0	464356	0	464407	0	449969	0	458531	0	452408	0	447905	0	419794	0	426147	0	0	0	0	0	0	0	0	0
13.0	59	0	0	0	0	0	0	0	0	916004	0	936880	0	939078	0	912316	0	935944	0	974872	0	934126	0	954359	0	908419	0	895133	0	895947	0	929440	0	897040	0	904088	0	882783	0	900477	0	869695	0	843542	0	854687	0	0	0	0	0	0	0	0
12.5	58	0	0	0	0	0	0	0	3410163	0	3421139	0	3430108	0	3570259	0	3547600	0	3395590	0	3497319	0	3485658	0	3416562	0	3426715	0	3400443	0	3502649	0	3465519	0	3500538	0	3477469	0	3391940	0	3357936	0	3365888	0	3445828	0	3428287	0	0	0	0	0	0	0
12.0	57	0	0	0	0	0	0	3905325	0	3915716	0	4088385	0	4048990	0	4060984	0	4136569	0	4070775	0	3811166	0	4032616	0	4141619	0	4099750	0	4051327	0	4148705	0	3999900	0	4132678	0	3999379	0	4096171	0	4093145	0	4107903	0	3984385	0	3978491	0	0	0	0	0	0
11.5	56	0	0	0	0	0	3743009	0	3826729	0	3717349	0	3820537	0	3774899	0	3825863	0	3881154	0	3809720	0	3879135	0	3871006	0	3880915	0	3954685	0	3891177	0	3893363	0	3830975	0	3860876	0	3900705	0	3873393	0	3794916	0	3887878	0	3749924	0	3805050	0	0	0	0	0
11.0	55	0	0	0	0	4009177	0	4039438	0	4045513	0	4227853	0	4351212	0	4119094	0	4283517	0	4190035	0	4243180	0	4237176	0	4271693	0	4266586	0	4157001	0	4188302	0	4145220	0	4208715	0	4193492	0	4092974	0	4267059	0	4098170	0	4114084	0	4177199	0	3976191	0	0	0	0
10.5	54	0	0	0	3696920	0	3850002	0	3935951	0	3816507	0	4000136	0	3824138	0	4048774	0	3925314	0	3998471	0	3983954	0	3957398	0	3792498	0	3990384	0	4024243	0	4060690	0	4003147	0	4053169	0	3889302	0	3868269	0	4003909	0	4042923	0	3734830	0	3884790	0	3772737	0	0	0
10.0	53	0	0	3812195	0	4129910	0	4128216	0	4131256	0	4165629	0	4263505	0	4275159	0	4339349	0	4401475	0	4414117	0	4279799	0	4377051	0	4266625	0	4284188	0	4343877	0	4363861	0	4435601	0	4276213	0	4332628	0	4210018	0	4398172	0	3993985	0	4155241	0	4138221	0	3879649	0	0
9.5	52	0	2472459	0	3800600	0	3822089	0	3950334	0	4052522	0	4094563	0	3982273	0	4068219	0	4135215	0	3963320	0	4098675	0	4011283	0	4099650	0	3866956	0	4006086	0	4075785	0	3968407	0	4094307	0	4033869	0	4003357	0	3883238	0	4082579	0	3889695	0	3889470	0	3771534	0	2850653	0
9.0	51	730991	0	3897607	0	4178093	0	4124052	0	4235459	0	4291161	0	4315813	0	4276063	0	4381311	0	4197875	0	4240103	0	4351953	0	4312450	0	4397521	0	4308801	0	4229964	0	4310967	0	4280208	0	4381828	0	4307050	0	4240489	0	4235632	0	4395520	0	4121612	0	4214292	0	3947448	0	815071
8.5	50	0	2431363	0	3729509	0	3881207	0	3925003	0	4078689	0	3944587	0	4095615	0	4015071	0	4071228	0	4087050	0	3971122	0	4060377	0	4007832	0	3970744	0	4086972	0	3953303	0	4068898	0	4056030	0	3916074	0	4067541	0	4032297	0	3884373	0	3951131	0	3956890	0	3812132	0	2839862	0
8.0	49	698176	0	3877935	0	4155427	0	4137526	0	4204159	0	4177343	0	4405622	0	4262479	0	4263650	0	4233869	0	4426903	0	4388726	0	4228489	0	4380289	0	4296446	0	4219164	0	4348635	0	4432722	0	4355842	0	4412818	0	4163544	0	4231237	0	4219602	0	4036104	0	4109560	0	4030331	0	840077
7.5	48	0	2313512	0	3784262	0	3925198	0	4004198	0	3950358	0	4104294	0	4070306	0	4100934	0	4010754	0	3931730	0	4091856	0	4009190	0	4043479	0	4030377	0	4031912	0	4093619	0	4040118	0	4072191	0	4191346	0	4124192	0	3976769	0	4084819	0	3983770	0	3918321	0	3803999	0	2838867	0
7.0	47	738699	0	4008108	0	4110503	0	4155370	0	4205097	0	4198809	0	4283438	0	4326623	0	4364258	0	4188295	0	4316098	0	4268153	0	4239864	0	4235721	0	4482461	0	4237936	0	4254004	0	4457517	0	4338776	0	4308192	0	4395433	0	4368500	0	4279405	0	4201956	0	4245691	0	3897706	0	825292
6.5	46	0	2529590	0	3868909	0	3974375	0	3944099	0	4019042	0	3960862	0	4093831	0	4043158	0	3970548	0	4142346	0	4053938	0	4099234	0	3992619	0	4081063	0	4226469	0	4131964	0	3984917	0	4178536	0	4221659	0	4079720	0	4011463	0	4086435	0	4002973	0	4033610	0	3857033	0	2840222	0
6.0	45	744250	0	4019172	0	4177470	0	4225220	0	4183429	0	4441429	0	4376645	0	4327619	0	3986497	0	4328405	0	4351829	0	4193136	0	4258533	0	4274100	0	4331428	0	4238831	0	4247827	0	4295749	0	4227864	0	4374474	0	4348885	0	4244126	0	4249658	0	4247856	0	4182639	0	3840181	0	866855
5.5	44	0	2542282	0	3775600	0	3877811	0	4026441	0	4111019	0	4050705	0	4064013	0	4056810	0	4171880	0	4010928	0	4026281	0	3967172	0	3998663	0	3943662	0	4034723	0	4002462	0	4022363	0	4088062	0	3932875	0	4020414	0	4113326	0	4030595	0	3996049	0	3902383	0	3873359	0	2814377	0
5.0	43	732212	0	3836197	0	4266512	0	4312343	0	4348753	0	4269286	0	4147449	0	4413559	0	4366041	0	4267569	0	4285014	0	4318156	0	4326743	0	4213502	0	4340133	0	4411767	0	4345338	0	4208532	0	4308404	0	4390219	0	4294185	0	4270372	0	4343944	0	4333295	0	4058814	0	3875719	0	861196
4.5	42	0	2571509	0	3790912	0	3958213	0	4065099	0	3974409	0	3999181	0	3999417	0	4119522	0	4055272	0	4123753	0	4057056	0	3987584	0	4082649	0	4199675	0	3961384	0	4078006	0	4051703	0	4096843	0	3950991	0	4019719	0	3958004	0	4033171	0	4143049	0	3986091	0	3742351	0	2791685	0
