-14.0	5	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.029247875000000	0.000000000000000	0.987003669400000	0.000000000000000	1.018053252000000	0.000000000000000	0.987472271600000	0.000000000000000	0.997908869800000	0.000000000000000	0.978308686000000	0.000000000000000	0.977315416000000	0.000000000000000	0.969090843700000	0.000000000000000	0.982298987200000	0.000000000000000	0.988449173600000	0.000000000000000	0.993220635300000	0.000000000000000	1.018157329000000	0.000000000000000	1.012912907000000	0.000000000000000	0.991269155300000	0.000000000000000	0.982536647900000	0.000000000000000	1.029542327000000	0.000000000000000	1.015080411000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-14.5	4	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.086999830000000	0.000000000000000	1.045129677000000	0.000000000000000	1.059355083000000	0.000000000000000	1.045457153000000	0.000000000000000	1.055170971000000	0.000000000000000	1.055573186000000	0.000000000000000	1.053956386000000	0.000000000000000	1.088987568000000	0.000000000000000	1.124079304000000	0.000000000000000	1.071463744000000	0.000000000000000	1.050848817000000	0.000000000000000	1.097909448000000	0.000000000000000	1.051104287000000	0.000000000000000	1.074205252000000	0.000000000000000	1.047493523000000	0.000000000000000	1.077214514000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-15.0	3	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.026285358000000	0.000000000000000	1.001510070000000	0.000000000000000	0.989037293200000	0.000000000000000	1.000006179000000	0.000000000000000	0.988570726000000	0.000000000000000	1.002069650000000	0.000000000000000	0.970807601900000	0.000000000000000	0.987658041900000	0.000000000000000	1.023034766000000	0.000000000000000	1.025195893000000	0.000000000000000	1.032226855000000	0.000000000000000	1.008182428000000	0.000000000000000	0.997674364700000	0.000000000000000	1.005598643000000	0.000000000000000	1.005591195000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-15.5	2	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.058552183000000	0.000000000000000	1.057004897000000	0.000000000000000	1.065604900000000	0.000000000000000	1.061028042000000	0.000000000000000	1.058810529000000	0.000000000000000	1.083206304000000	0.000000000000000	1.072807539000000	0.000000000000000	1.077962032000000	0.000000000000000	1.066181049000000	0.000000000000000	1.066961459000000	0.000000000000000	1.078072327000000	0.000000000000000	1.071126953000000	0.000000000000000	1.080251991000000	0.000000000000000	1.073394342000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-16.0	1	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.019765553000000	0.000000000000000	1.021042247000000	0.000000000000000	1.001923742000000	0.000000000000000	1.014091116000000	0.000000000000000	0.993124131500000	0.000000000000000	1.020380543000000	0.000000000000000	0.988241146400000	0.000000000000000	1.001073707000000	0.000000000000000	0.966809249600000	0.000000000000000	0.982098846700000	0.000000000000000	1.028656194000000	0.000000000000000	1.037786979000000	0.000000000000000	1.025999640000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
	COL	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53
	Xcm	-13.0	-12.5	-12.0	-11.5	-11.0	-10.5	-10.0	-9.5	-9.0	-8.5	-8.0	-7.5	-7.0	-6.5	-6.0	-5.5	-5.0	-4.5	-4.0	-3.5	-3.0	-2.5	-2.0	-1.5	-1.0	-0.5	0.0	0.5	1.0	1.5	2.0	2.5	3.0	3.5	4.0	4.5	5.0	5.5	6.0	6.5	7.0	7.5	8.0	8.5	9.0	9.5	10.0	10.5	11.0	11.5	12.0	12.5	13.0

Raw Counts
Ycm	ROW	
16.0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7603	0	9472	0	9402	0	10604	0	12561	0	13501	0	12697	0	15489	0	13331	0	8429	0	8484	0	8703	0	8697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.5	64	0	0	0	0	0	0	0	0	0	0	0	0	0	10165	0	9705	0	9621	0	10697	0	11571	0	16929	0	17265	0	17689	0	17232	0	12178	0	11866	0	10491	0	10544	0	10400	0	0	0	0	0	0	0	0	0	0	0	0	0
15.0	63	0	0	0	0	0	0	0	0	0	0	0	0	11413	0	12874	0	12134	0	14042	0	13033	0	17283	0	20960	0	19916	0	21330	0	18617	0	14785	0	13925	0	12702	0	12824	0	10113	0	0	0	0	0	0	0	0	0	0	0	0
14.5	62	0	0	0	0	0	0	0	0	0	0	0	11047	0	12096	0	12966	0	13090	0	12675	0	14296	0	20856	0	19825	0	17664	0	19679	0	14849	0	13424	0	13547	0	12545	0	11609	0	10556	0	0	0	0	0	0	0	0	0	0	0
14.0	61	0	0	0	0	0	0	0	0	0	0	13221	0	14842	0	15618	0	15299	0	15622	0	15554	0	19481	0	24800	0	24657	0	24199	0	20804	0	17486	0	14052	0	14967	0	15540	0	14643	0	11533	0	0	0	0	0	0	0	0	0	0
13.5	60	0	0	0	0	0	0	0	0	0	11981	0	13789	0	14231	0	14738	0	15078	0	15634	0	17769	0	22179	0	23961	0	22181	0	22483	0	17813	0	15875	0	15220	0	15614	0	14642	0	13116	0	12151	0	0	0	0	0	0	0	0	0
13.0	59	0	0	0	0	0	0	0	0	12950	0	14413	0	16745	0	14491	0	18609	0	19149	0	20961	0	26124	0	27134	0	29073	0	26716	0	26512	0	19504	0	19686	0	18489	0	17762	0	15742	0	15670	0	13453	0	0	0	0	0	0	0	0
12.5	58	0	0	0	0	0	0	0	13395	0	14268	0	14982	0	17267	0	18231	0	17898	0	21515	0	20080	0	27713	0	26902	0	26137	0	27634	0	22109	0	19990	0	20572	0	18996	0	16392	0	16086	0	14104	0	13261	0	0	0	0	0	0	0
12.0	57	0	0	0	0	0	0	13585	0	16681	0	18100	0	19904	0	21702	0	23139	0	24109	0	23888	0	30053	0	34416	0	35197	0	33045	0	31928	0	25526	0	25028	0	22912	0	21688	0	18759	0	17685	0	17366	0	15289	0	0	0	0	0	0
11.5	56	0	0	0	0	0	14755	0	14271	0	16733	0	19123	0	21414	0	21682	0	24864	0	26909	0	28182	0	34293	0	35829	0	36394	0	35185	0	28579	0	25420	0	25822	0	23166	0	22421	0	20514	0	17928	0	16487	0	14335	0	0	0	0	0
11.0	55	0	0	0	0	16119	0	18111	0	19808	0	22235	0	26024	0	24409	0	29543	0	31227	0	32611	0	40258	0	44589	0	41808	0	43734	0	40397	0	32301	0	31511	0	28202	0	25670	0	25153	0	21217	0	20254	0	19541	0	16548	0	0	0	0
10.5	54	0	0	0	15739	0	17394	0	19133	0	20266	0	25696	0	25747	0	30781	0	31120	0	33790	0	37280	0	45258	0	42405	0	45982	0	46111	0	38335	0	36178	0	33459	0	29708	0	26110	0	25873	0	21410	0	18574	0	17067	0	14900	0	0	0
10.0	53	0	0	16951	0	20033	0	21887	0	23436	0	27689	0	32304	0	35872	0	39385	0	43616	0	46001	0	51107	0	57640	0	55311	0	56476	0	54253	0	45589	0	43879	0	39047	0	36582	0	31271	0	28942	0	23407	0	21241	0	18389	0	16505	0	0
9.5	52	0	16100	0	17570	0	20702	0	23032	0	27925	0	32106	0	36074	0	40037	0	44995	0	45962	0	53163	0	59869	0	62521	0	57917	0	59282	0	51682	0	45151	0	45464	0	40704	0	35000	0	30260	0	28171	0	22927	0	20975	0	17746	0	15663	0
9.0	51	16354	0	19483	0	24532	0	25722	0	30597	0	35439	0	41197	0	47311	0	54962	0	54079	0	62460	0	71706	0	76323	0	78771	0	76445	0	69227	0	63490	0	58729	0	54674	0	46148	0	40298	0	34888	0	32017	0	25758	0	23451	0	19673	0	17064
8.5	50	0	15827	0	21227	0	25041	0	29257	0	36254	0	40785	0	47810	0	53836	0	62571	0	68485	0	72948	0	82798	0	85564	0	82659	0	84034	0	70099	0	67627	0	62353	0	53076	0	48577	0	40334	0	33633	0	29713	0	26523	0	21260	0	17554	0
8.0	49	19197	0	22729	0	27174	0	31383	0	38985	0	43062	0	54437	0	62582	0	72506	0	81665	0	93290	0	104933	0	106040	0	112190	0	107885	0	98014	0	91815	0	86421	0	75369	0	65944	0	51764	0	43890	0	37806	0	32250	0	26178	0	23186	0	18458
7.5	48	0	20377	0	25157	0	30389	0	38703	0	43343	0	54901	0	65727	0	79876	0	89690	0	99027	0	112506	0	121676	0	124791	0	124674	0	121754	0	113182	0	102146	0	91371	0	81736	0	66438	0	53470	0	45933	0	36840	0	30889	0	24796	0	21341	0
7.0	47	21260	0	27920	0	31771	0	38214	0	46670	0	56400	0	71707	0	90670	0	113021	0	124476	0	144083	0	155759	0	162322	0	163218	0	172596	0	151741	0	138432	0	134147	0	112341	0	90496	0	74088	0	59695	0	47534	0	39076	0	34018	0	25623	0	21129
6.5	46	0	24184	0	29561	0	36732	0	44505	0	56165	0	68253	0	90369	0	116637	0	145059	0	173493	0	187726	0	204858	0	201034	0	206491	0	210781	0	188465	0	167052	0	153604	0	122940	0	91086	0	70372	0	57290	0	45655	0	38485	0	30284	0	25033	0
6.0	45	24507	0	35129	0	39921	0	48702	0	57666	0	79155	0	100288	0	133991	0	184824	0	269392	0	296366	0	304901	0	310776	0	311989	0	313261	0	298891	0	284500	0	254594	0	195537	0	134186	0	97446	0	74008	0	59386	0	46758	0	38688	0	29813	0	26573
5.5	44	0	28347	0	33724	0	43886	0	55127	0	72429	0	92288	0	128342	0	219045	0	516099	0	564138	0	595040	0	594874	0	603945	0	593025	0	601094	0	579796	0	548847	0	481096	0	207313	0	124292	0	93403	0	69944	0	55683	0	43317	0	35084	0	27180	0
5.0	43	29067	0	37776	0	46805	0	59291	0	76860	0	96945	0	126583	0	226921	0	1925069	0	3242048	0	3328408	0	3384963	0	3392503	0	3298169	0	3409261	0	3428049	0	3369208	0	3190600	0	1903289	0	219592	0	130088	0	95018	0	76053	0	58130	0	45135	0	36984	0	30584
4.5	42	0	33962	0	41091	0	52294	0	68852	0	86559	0	116415	0	172304	0	471132	0	3271868	0	3529605	0	3520671	0	3481603	0	3575070	0	3680464	0	3465633	0	3553269	0	3488408	0	3335070	0	438094	0	172760	0	115502	0	87277	0	69205	0	53237	0	40259	0	31881	0
4.0	41	31952	0	43601	0	51201	0	65106	0	82518	0	115910	0	163294	0	269252	0	2126787	0	3691726	0	3846494	0	3913573	0	3637633	0	3969190	0	3782944	0	3973274	0	3896178	0	3818989	0	2095924	0	278372	0	164881	0	117144	0	86526	0	63196	0	51255	0	41422	0	32912
3.5	40	0	37342	0	45325	0	58355	0	71436	0	100117	0	128804	0	202410	0	517955	0	3403254	0	3582580	0	3586089	0	3746658	0	3731591	0	3658101	0	3774599	0	3626816	0	3573853	0	3445352	0	515164	0	199315	0	133548	0	100569	0	74158	0	57380	0	46770	0	36746	0
3.0	39	35155	0	46056	0	57443	0	73190	0	88738	0	121391	0	178904	0	308566	0	2200985	0	3806492	0	4047238	0	3914006	0	3907580	0	4023342	0	4033411	0	3894780	0	4001722	0	3877439	0	2200105	0	295952	0	170577	0	124181	0	92032	0	72851	0	54949	0	41826	0	35937
2.5	38	0	36547	0	47794	0	58189	0	76189	0	104081	0	141458	0	214248	0	553620	0	3357150	0	3641334	0	3613858	0	3699318	0	3756434	0	3726637	0	3664314	0	3718784	0	3707670	0	3397702	0	548115	0	211397	0	143534	0	102439	0	78811	0	61573	0	49509	0	37487	0
2.0	37	36080	0	45636	0	59117	0	75730	0	97476	0	131367	0	185836	0	318069	0	2325791	0	3823423	0	3845100	0	3996133	0	3987932	0	3989139	0	3892806	0	3826366	0	3880338	0	3773993	0	2186473	0	312714	0	186405	0	127630	0	101107	0	74859	0	56551	0	46735	0	36062
1.5	36	0	38192	0	50562	0	63227	0	79639	0	107009	0	145704	0	223154	0	554203	0	3520481	0	3580285	0	3721038	0	3664290	0	3676888	0	3723899	0	3649369	0	3692246	0	3646708	0	3395836	0	516783	0	219435	0	147490	0	105681	0	82487	0	65690	0	48981	0	39900	0
1.0	35	36731	0	45794	0	59832	0	78549	0	100870	0	137135	0	183982	0	318810	0	2252871	0	3716358	0	3928767	0	3916710	0	3930878	0	3937520	0	4121067	0	3952633	0	4023508	0	3860412	0	2190527	0	306019	0	181716	0	131784	0	98982	0	76889	0	59534	0	47318	0	36922
0.5	34	0	39265	0	49199	0	64477	0	81736	0	108308	0	150558	0	219462	0	563968	0	3459989	0	3552010	0	3689970	0	3663333	0	3686681	0	3661736	0	3735344	0	3724154	0	3717410	0	3439740	0	525395	0	226779	0	151735	0	111821	0	83466	0	64944	0	49853	0	39593	0
0.0	33	36175	0	47007	0	60138	0	74190	0	99995	0	131620	0	188310	0	313204	0	2378673	0	3794140	0	3773964	0	3922464	0	3850241	0	3943178	0	3958320	0	3958504	0	4004447	0	3827392	0	2149981	0	311381	0	186345	0	124322	0	102959	0	78752	0	62073	0	47254	0	37297
-0.5	32	0	38490	0	50207	0	66189	0	81378	0	111672	0	150681	0	219762	0	562843	0	3390462	0	3649215	0	3605242	0	3552002	0	3721479	0	3724705	0	3763250	0	3611259	0	3688910	0	3433643	0	525927	0	221130	0	150854	0	108975	0	86653	0	63506	0	50143	0	39560	0
-1.0	31	35292	0	45961	0	59413	0	78580	0	100203	0	135900	0	184173	0	334167	0	2308854	0	3801884	0	3859313	0	3969261	0	3916142	0	3909702	0	4041432	0	3825377	0	3987093	0	3823840	0	2211649	0	309779	0	191705	0	135104	0	100656	0	75291	0	59906	0	52271	0	38499
-1.5	30	0	38583	0	50790	0	62719	0	78237	0	106049	0	151419	0	223831	0	564780	0	3453636	0	3446242	0	3594964	0	3662703	0	3704877	0	3613416	0	3761939	0	3739129	0	3665142	0	3413329	0	503270	0	221994	0	146082	0	107278	0	80371	0	61259	0	47825	0	37601	0
-2.0	29	36644	0	45224	0	58644	0	75419	0	94667	0	127879	0	176247	0	303466	0	2314914	0	3856824	0	3927978	0	4046628	0	3930886	0	3901227	0	3883257	0	4042924	0	4013568	0	3845621	0	2055410	0	299701	0	179102	0	129396	0	98077	0	75545	0	60831	0	44647	0	37347
-2.5	28	0	37248	0	47787	0	59134	0	77090	0	103481	0	143256	0	211253	0	535057	0	3377529	0	3503425	0	3585289	0	3687534	0	3598652	0	3682295	0	3688370	0	3661384	0	3715892	0	3411968	0	490551	0	210665	0	142709	0	104680	0	75165	0	59372	0	46733	0	36544	0
-3.0	27	32863	0	44489	0	55169	0	69900	0	94061	0	122632	0	165379	0	285883	0	2314760	0	3832023	0	3956556	0	3912641	0	3968559	0	3846053	0	3839634	0	3937466	0	3940563	0	3679964	0	2013034	0	296079	0	167588	0	120764	0	88418	0	70497	0	55722	0	43246	0	34514
-3.5	26	0	36671	0	45655	0	54468	0	72663	0	96082	0	126921	0	193568	0	513615	0	3406341	0	3675421	0	3610757	0	3681138	0	3574812	0	3718623	0	3664505	0	3646903	0	3516554	0	3351832	0	461160	0	187893	0	128891	0	96106	0	70785	0	56808	0	42598	0	35477	0
-4.0	25	31651	0	37085	0	51686	0	63532	0	79929	0	102874	0	150963	0	257546	0	2321915	0	3648600	0	3768284	0	3812302	0	3777952	0	3819109	0	3835164	0	3850075	0	3755785	0	3730166	0	1995190	0	252744	0	143899	0	114970	0	84023	0	63460	0	51302	0	40020	0	32041
-4.5	24	0	32103	0	41096	0	51361	0	64362	0	85067	0	110741	0	165259	0	442629	0	3138634	0	3306708	0	3308813	0	3351246	0	3326417	0	3371138	0	3425965	0	3313625	0	3282462	0	3176402	0	420970	0	159382	0	112045	0	82539	0	66081	0	51725	0	39621	0	31802	0
-5.0	23	27017	0	34321	0	41415	0	53769	0	73928	0	88152	0	119822	0	177280	0	647343	0	913230	0	947735	0	954619	0	975702	0	1006443	0	1034560	0	1014307	0	1025325	0	996104	0	589518	0	179659	0	121675	0	91181	0	72074	0	55755	0	42257	0	34644	0	28200
-5.5	22	0	26643	0	32712	0	44106	0	53447	0	65791	0	87270	0	111413	0	153901	0	261146	0	302725	0	319236	0	334649	0	340913	0	350061	0	335000	0	326472	0	311124	0	266285	0	165956	0	106680	0	86428	0	67277	0	54205	0	41400	0	34682	0	25913	0
-6.0	21	22898	0	31109	0	36850	0	44922	0	55027	0	69386	0	90003	0	114419	0	155735	0	177747	0	200090	0	220106	0	231860	0	239021	0	227851	0	223591	0	200954	0	170489	0	150219	0	116980	0	90818	0	69742	0	58216	0	45935	0	36589	0	30081	0	23869
-6.5	20	0	23400	0	29148	0	35618	0	44433	0	53776	0	66848	0	82034	0	102092	0	122534	0	137689	0	147447	0	164494	0	166477	0	166377	0	166058	0	157846	0	139770	0	123342	0	102870	0	80548	0	65079	0	53430	0	42274	0	36101	0	28956	0	22353	0
-7.0	19	21071	0	25714	0	28873	0	36539	0	46063	0	53803	0	65814	0	78646	0	94690	0	105152	0	116933	0	126171	0	136373	0	138252	0	145816	0	129801	0	117120	0	106431	0	94172	0	79873	0	67007	0	54817	0	44662	0	37352	0	30078	0	26002	0	21119
-7.5	18	0	19182	0	23015	0	27799	0	35019	0	42959	0	50240	0	60071	0	69406	0	81262	0	88379	0	95196	0	105321	0	110839	0	108068	0	112534	0	95528	0	90649	0	80612	0	71800	0	59005	0	53949	0	41870	0	35791	0	29234	0	23647	0	19969	0
-8.0	17	18091	0	18557	0	26401	0	29642	0	37483	0	43303	0	48778	0	57165	0	63462	0	73590	0	79740	0	89735	0	92427	0	98093	0	93176	0	89039	0	77825	0	71061	0	66088	0	56691	0	50181	0	41112	0	34081	0	31021	0	23785	0	23314	0	18952
-8.5	16	0	17232	0	20355	0	22257	0	27017	0	31429	0	37250	0	43157	0	50826	0	55163	0	61693	0	66132	0	73808	0	76708	0	75132	0	74834	0	67112	0	59939	0	55784	0	50830	0	44692	0	37614	0	32072	0	27455	0	23170	0	18900	0	16456	0
-9.0	15	13462	0	17038	0	20195	0	26697	0	28316	0	33401	0	36472	0	40965	0	46131	0	51211	0	54470	0	59084	0	65083	0	67111	0	68078	0	60489	0	53961	0	49573	0	45223	0	41968	0	39079	0	31606	0	27411	0	23872	0	21147	0	18882	0	14765
-9.5	14	0	14628	0	15774	0	19541	0	22834	0	25004	0	28873	0	32851	0	35776	0	40250	0	43909	0	45793	0	55094	0	55500	0	57434	0	56241	0	48075	0	44870	0	40177	0	38936	0	32644	0	28382	0	24813	0	21405	0	18375	0	16894	0	14793	0
-10.0	13	0	0	14511	0	16516	0	19969	0	20967	0	24549	0	26765	0	28880	0	34191	0	36004	0	38182	0	46108	0	48708	0	50958	0	46825	0	43780	0	40873	0	36639	0	36879	0	31760	0	27542	0	24329	0	21154	0	19573	0	16720	0	15747	0	0
-10.5	12	0	0	0	13855	0	13415	0	16843	0	20413	0	22023	0	23697	0	26368	0	29477	0	32942	0	35360	0	40638	0	41408	0	42775	0	42113	0	34684	0	31486	0	29592	0	26513	0	24789	0	21898	0	19495	0	17766	0	16832	0	14321	0	0	0
-11.0	11	0	0	0	0	12589	0	15874	0	17975	0	19634	0	22138	0	24580	0	24822	0	27175	0	27642	0	35806	0	37903	0	38516	0	39266	0	34814	0	27140	0	28077	0	25005	0	25944	0	23253	0	21854	0	19613	0	15756	0	14167	0	0	0	0
-11.5	10	0	0	0	0	0	13139	0	14236	0	15615	0	17715	0	18894	0	19926	0	22645	0	25079	0	26477	0	31367	0	32830	0	33325	0	31396	0	27470	0	23798	0	22204	0	20660	0	20569	0	17909	0	16144	0	14651	0	12333	0	0	0	0	0
-12.0	9	0	0	0	0	0	0	12803	0	15008	0	14493	0	15987	0	19777	0	19236	0	20374	0	21338	0	28677	0	31247	0	29687	0	27997	0	24318	0	22060	0	21179	0	20803	0	19885	0	19014	0	15903	0	15860	0	13669	0	0	0	0	0	0
-12.5	8	0	0	0	0	0	0	0	12472	0	12381	0	13887	0	15578	0	16036	0	18913	0	18120	0	19619	0	25941	0	26108	0	25757	0	25150	0	20736	0	18739	0	18548	0	16356	0	14809	0	15665	0	13501	0	11286	0	0	0	0	0	0	0
-13.0	7	0	0	0	0	0	0	0	0	12840	0	12096	0	14296	0	14443	0	14856	0	16320	0	18584	0	20682	0	24941	0	24435	0	24821	0	23197	0	18123	0	15515	0	15359	0	15725	0	16141	0	14065	0	13019	0	0	0	0	0	0	0	0
-13.5	6	0	0	0	0	0	0	0	0	0	10993	0	11491	0	11904	0	13483	0	13674	0	13616	0	16813	0	20834	0	22672	0	22633	0	20402	0	16113	0	14570	0	14017	0	13579	0	11846	0	11753	0	10817	0	0	0	0	0	0	0	0	0
-14.0	5	0	0	0	0	0	0	0	0	0	0	10260	0	12168	0	12812	0	12698	0	13742	0	13374	0	20172	0	22549	0	21775	0	21340	0	17272	0	13308	0	13293	0	12891	0	13584	0	11765	0	11311	0	0	0	0	0	0	0	0	0	0
-14.5	4	0	0	0	0	0	0	0	0	0	0	0	8859	0	10545	0	11650	0	11549	0	11888	0	13317	0	18623	0	18231	0	17548	0	17914	0	13656	0	10657	0	12057	0	11075	0	11196	0	9775	0	0	0	0	0	0	0	0	0	0	0
-15.0	3	0	0	0	0	0	0	0	0	0	0	0	0	9629	0	10388	0	11276	0	10882	0	10462	0	16599	0	18311	0	17956	0	18581	0	14225	0	12692	0	10947	0	11630	0	11907	0	11102	0	0	0	0	0	0	0	0	0	0	0	0
-15.5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9158	0	10196	0	9551	0	10518	0	11060	0	16460	0	16191	0	15503	0	15927	0	11418	0	9753	0	10027	0	9690	0	8465	0	0	0	0	0	0	0	0	0	0	0	0	0
-16.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8025	0	7217	0	9825	0	12395	0	13368	0	14319	0	16751	0	16089	0	14034	0	10076	0	8513	0	9272	0	9049	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	COL	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53
	Xcm	-13.0	-12.5	-12.0	-11.5	-11.0	-10.5	-10.0	-9.5	-9.0	-8.5	-8.0	-7.5	-7.0	-6.5	-6.0	-5.5	-5.0	-4.5	-4.0	-3.5	-3.0	-2.5	-2.0	-1.5	-1.0	-0.5	0.0	0.5	1.0	1.5	2.0	2.5	3.0	3.5	4.0	4.5	5.0	5.5	6.0	6.5	7.0	7.5	8.0	8.5	9.0	9.5	10.0	10.5	11.0	11.5	12.0	12.5	13.0

Corrected Counts
Ycm	ROW	
16.0	65	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	8390.939353420390000	0.000000000000000	9008.159353764880000	0.000000000000000	8413.598040307924000	0.000000000000000	10578.815343805442000	0.000000000000000	12648.789765001618000	0.000000000000000	13491.146613065374000	0.000000000000000	13893.352914327908000	0.000000000000000	15115.063123783512000	0.000000000000000	13225.969861141594000	0.000000000000000	9043.402392665076000	0.000000000000000	8896.193204344248000	0.000000000000000	9551.479996332136000	0.000000000000000	9871.074043103022000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
15.5	64	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	10015.432407005038000	0.000000000000000	9622.862883122784000	0.000000000000000	9324.602285352086000	0.000000000000000	11195.480669933848000	0.000000000000000	12305.456882381482000	0.000000000000000	17651.977549269650000	0.000000000000000	18476.906133603070000	0.000000000000000	18258.334636821260000	0.000000000000000	18181.850416962430000	0.000000000000000	12514.129009528490000	0.000000000000000	12440.742065496062000	0.000000000000000	10938.822806988118000	0.000000000000000	11673.706762858342000	0.000000000000000	10721.937787457848000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
15.0	63	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	11291.752661127594000	0.000000000000000	11127.886386083514000	0.000000000000000	11337.243863100738000	0.000000000000000	13645.148205137520000	0.000000000000000	12930.314537249018000	0.000000000000000	17241.008269469810000	0.000000000000000	20898.677353559890000	0.000000000000000	20510.299977078170000	0.000000000000000	21441.434635301630000	0.000000000000000	17747.651679140750000	0.000000000000000	14420.291445499638000	0.000000000000000	13677.417672425150000	0.000000000000000	12380.046218691138000	0.000000000000000	12943.600648523968000	0.000000000000000	10911.048329865462000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
14.5	62	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	11593.354017968164000	0.000000000000000	12197.514986865340000	0.000000000000000	13008.698946522808000	0.000000000000000	12908.587964116034000	0.000000000000000	13575.678006239238000	0.000000000000000	15746.063146522142000	0.000000000000000	21271.615852656500000	0.000000000000000	21522.158249970040000	0.000000000000000	19835.682811837780000	0.000000000000000	20632.995167040750000	0.000000000000000	15471.151257944090000	0.000000000000000	14125.773061819728000	0.000000000000000	14150.688407657226000	0.000000000000000	13691.829968898592000	0.000000000000000	12895.368511473992000	0.000000000000000	11958.897142132358000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
