-5.5	22	0.000000000000000	1.089828229000000	0.000000000000000	1.094267305000000	0.000000000000000	1.052663456000000	0.000000000000000	1.071188057000000	0.000000000000000	1.078487079000000	0.000000000000000	1.054061321000000	0.000000000000000	1.092254490000000	0.000000000000000	1.103661767000000	0.000000000000000	1.051557267000000	0.000000000000000	1.061565395000000	0.000000000000000	1.087617127000000	0.000000000000000	1.080049401000000	0.000000000000000	1.070820549000000	0.000000000000000	1.057364823000000	0.000000000000000	1.076375612000000	0.000000000000000	1.070375357000000	0.000000000000000	1.059556121000000	0.000000000000000	1.055727525000000	0.000000000000000	1.064423501000000	0.000000000000000	1.111600357000000	0.000000000000000	1.072481127000000	0.000000000000000	1.059422045000000	0.000000000000000	1.056833704000000	0.000000000000000	1.088994248000000	0.000000000000000	1.048766157000000	0.000000000000000	1.083806609000000	0.000000000000000
-6.0	21	1.040719382000000	0.000000000000000	1.011006032000000	0.000000000000000	1.001792147000000	0.000000000000000	1.016953981000000	0.000000000000000	1.032496670000000	0.000000000000000	1.013764781000000	0.000000000000000	1.000441726000000	0.000000000000000	0.978392775300000	0.000000000000000	0.950054687700000	0.000000000000000	1.010248766000000	0.000000000000000	0.995912565800000	0.000000000000000	0.986453363900000	0.000000000000000	0.981993085700000	0.000000000000000	0.972404460900000	0.000000000000000	0.995232227800000	0.000000000000000	0.975889140800000	0.000000000000000	0.997279546500000	0.000000000000000	1.036587652000000	0.000000000000000	0.989581382100000	0.000000000000000	0.975841584700000	0.000000000000000	0.980515415900000	0.000000000000000	1.006950661000000	0.000000000000000	0.979260201400000	0.000000000000000	0.997492261400000	0.000000000000000	0.995799629000000	0.000000000000000	1.011086173000000	0.000000000000000	1.038361863000000
-6.5	20	0.000000000000000	1.082397592000000	0.000000000000000	1.065367756000000	0.000000000000000	1.069960961000000	0.000000000000000	1.055047948000000	0.000000000000000	1.052221693000000	0.000000000000000	1.052979565000000	0.000000000000000	1.071726047000000	0.000000000000000	1.052152943000000	0.000000000000000	1.053600373000000	0.000000000000000	1.072590304000000	0.000000000000000	1.075267038000000	0.000000000000000	1.068090603000000	0.000000000000000	1.084441430000000	0.000000000000000	1.072950465000000	0.000000000000000	1.054296285000000	0.000000000000000	1.030947655000000	0.000000000000000	1.069233118000000	0.000000000000000	1.062143114000000	0.000000000000000	1.062156071000000	0.000000000000000	1.076338302000000	0.000000000000000	1.087440624000000	0.000000000000000	1.064092115000000	0.000000000000000	1.076969954000000	0.000000000000000	1.047730591000000	0.000000000000000	1.071528545000000	0.000000000000000	1.079899797000000	0.000000000000000
-7.0	19	1.014978767000000	0.000000000000000	0.996586891900000	0.000000000000000	1.036632445000000	0.000000000000000	1.018599069000000	0.000000000000000	0.980585197800000	0.000000000000000	0.992568391800000	0.000000000000000	1.004403201000000	0.000000000000000	1.018070362000000	0.000000000000000	0.996496849300000	0.000000000000000	1.019709446000000	0.000000000000000	1.023488121000000	0.000000000000000	1.015135387000000	0.000000000000000	1.008998991000000	0.000000000000000	1.007295655000000	0.000000000000000	0.959887389400000	0.000000000000000	1.004490490000000	0.000000000000000	1.013475730000000	0.000000000000000	1.008071453000000	0.000000000000000	1.016802304000000	0.000000000000000	0.990005653700000	0.000000000000000	0.991533342600000	0.000000000000000	1.002317174000000	0.000000000000000	1.016342550000000	0.000000000000000	1.029635680000000	0.000000000000000	1.000810945000000	0.000000000000000	1.001088480000000	0.000000000000000	1.029595406000000
-7.5	18	0.000000000000000	1.101912945000000	0.000000000000000	1.087811463000000	0.000000000000000	1.066419134000000	0.000000000000000	1.050952153000000	0.000000000000000	1.041402056000000	0.000000000000000	1.054466335000000	0.000000000000000	1.044961725000000	0.000000000000000	1.078284586000000	0.000000000000000	1.058468581000000	0.000000000000000	1.078200172000000	0.000000000000000	1.083915180000000	0.000000000000000	1.070975452000000	0.000000000000000	1.075355872000000	0.000000000000000	1.085454556000000	0.000000000000000	1.029661643000000	0.000000000000000	1.062652280000000	0.000000000000000	1.060070690000000	0.000000000000000	1.076456860000000	0.000000000000000	1.052480646000000	0.000000000000000	1.075208968000000	0.000000000000000	1.022257021000000	0.000000000000000	1.063052879000000	0.000000000000000	1.043029011000000	0.000000000000000	1.075167161000000	0.000000000000000	1.080419871000000	0.000000000000000	1.093594741000000	0.000000000000000
-8.0	17	1.033285197000000	0.000000000000000	1.024199640000000	0.000000000000000	0.984364234000000	0.000000000000000	1.010708443000000	0.000000000000000	0.985512565300000	0.000000000000000	0.987385364300000	0.000000000000000	1.010939053000000	0.000000000000000	1.000555976000000	0.000000000000000	1.013373829000000	0.000000000000000	1.002476857000000	0.000000000000000	1.006459970000000	0.000000000000000	0.975252162800000	0.000000000000000	1.001930077000000	0.000000000000000	0.967636317600000	0.000000000000000	1.000007633000000	0.000000000000000	0.987884875400000	0.000000000000000	1.006064209000000	0.000000000000000	1.011171966000000	0.000000000000000	1.001892388000000	0.000000000000000	1.021958099000000	0.000000000000000	1.007860077000000	0.000000000000000	1.004845351000000	0.000000000000000	1.028877736000000	0.000000000000000	0.994603901500000	0.000000000000000	1.030787746000000	0.000000000000000	0.984030500000000	0.000000000000000	0.994158247800000
-8.5	16	0.000000000000000	1.065369649000000	0.000000000000000	1.071755654000000	0.000000000000000	1.089676114000000	0.000000000000000	1.091353395000000	0.000000000000000	1.081252273000000	0.000000000000000	1.081146367000000	0.000000000000000	1.072137032000000	0.000000000000000	1.040163773000000	0.000000000000000	1.066747280000000	0.000000000000000	1.057461012000000	0.000000000000000	1.064218418000000	0.000000000000000	1.074976766000000	0.000000000000000	1.065692242000000	0.000000000000000	1.090802091000000	0.000000000000000	1.052288340000000	0.000000000000000	1.058311894000000	0.000000000000000	1.083343596000000	0.000000000000000	1.062364046000000	0.000000000000000	1.043805067000000	0.000000000000000	1.082623100000000	0.000000000000000	1.074463700000000	0.000000000000000	1.087332261000000	0.000000000000000	1.073266167000000	0.000000000000000	1.073964806000000	0.000000000000000	1.059389214000000	0.000000000000000	1.102833594000000	0.000000000000000
-9.0	15	1.043296754000000	0.000000000000000	1.036585563000000	0.000000000000000	1.023632568000000	0.000000000000000	0.996163655100000	0.000000000000000	1.016036969000000	0.000000000000000	0.981431437000000	0.000000000000000	0.982896661500000	0.000000000000000	0.997777978400000	0.000000000000000	1.012685723000000	0.000000000000000	0.987214614800000	0.000000000000000	1.006019243000000	0.000000000000000	1.026354509000000	0.000000000000000	1.006674049000000	0.000000000000000	1.001063223000000	0.000000000000000	0.975252544900000	0.000000000000000	0.986957267800000	0.000000000000000	1.027770974000000	0.000000000000000	1.017115025000000	0.000000000000000	1.013311278000000	0.000000000000000	1.018411317000000	0.000000000000000	0.986281074100000	0.000000000000000	1.006590332000000	0.000000000000000	1.010173031000000	0.000000000000000	1.014395519000000	0.000000000000000	1.031912738000000	0.000000000000000	0.998577532300000	0.000000000000000	1.042273023000000
-9.5	14	0.000000000000000	1.088549494000000	0.000000000000000	1.074861855000000	0.000000000000000	1.041901519000000	0.000000000000000	1.065202684000000	0.000000000000000	1.073789963000000	0.000000000000000	1.059527106000000	0.000000000000000	1.047532276000000	0.000000000000000	1.045279143000000	0.000000000000000	1.053369196000000	0.000000000000000	1.066381585000000	0.000000000000000	1.083889784000000	0.000000000000000	1.062069612000000	0.000000000000000	1.061881273000000	0.000000000000000	1.060308236000000	0.000000000000000	1.046629536000000	0.000000000000000	1.057883468000000	0.000000000000000	1.058851685000000	0.000000000000000	1.060356147000000	0.000000000000000	1.032109311000000	0.000000000000000	1.081999824000000	0.000000000000000	1.068574846000000	0.000000000000000	1.059204725000000	0.000000000000000	1.068949947000000	0.000000000000000	1.075270121000000	0.000000000000000	1.075198972000000	0.000000000000000	1.064846552000000	0.000000000000000
-10.0	13	0.000000000000000	0.000000000000000	1.004997694000000	0.000000000000000	1.001086912000000	0.000000000000000	0.992737526800000	0.000000000000000	0.995359337400000	0.000000000000000	0.993827678600000	0.000000000000000	1.020691988000000	0.000000000000000	1.029986969000000	0.000000000000000	0.992192441200000	0.000000000000000	0.982961727500000	0.000000000000000	1.018453208000000	0.000000000000000	0.995746091000000	0.000000000000000	1.002052285000000	0.000000000000000	0.962878680700000	0.000000000000000	1.024670621000000	0.000000000000000	0.981464337200000	0.000000000000000	0.985237588700000	0.000000000000000	0.990840161400000	0.000000000000000	0.971725163800000	0.000000000000000	0.997842240300000	0.000000000000000	1.017883480000000	0.000000000000000	0.987694502400000	0.000000000000000	1.019751567000000	0.000000000000000	1.009016688000000	0.000000000000000	1.016487808000000	0.000000000000000	1.001933348000000	0.000000000000000	0.000000000000000
-10.5	12	0.000000000000000	0.000000000000000	0.000000000000000	1.036055648000000	0.000000000000000	1.083446293000000	0.000000000000000	1.086826598000000	0.000000000000000	1.067385606000000	0.000000000000000	1.053621433000000	0.000000000000000	1.048269713000000	0.000000000000000	1.084986392000000	0.000000000000000	1.056934787000000	0.000000000000000	1.050116797000000	0.000000000000000	1.053010476000000	0.000000000000000	1.075246395000000	0.000000000000000	1.078654772000000	0.000000000000000	1.052854447000000	0.000000000000000	1.050045200000000	0.000000000000000	1.040653517000000	0.000000000000000	1.067370234000000	0.000000000000000	1.069786729000000	0.000000000000000	1.081066814000000	0.000000000000000	1.088908542000000	0.000000000000000	1.059810299000000	0.000000000000000	1.070281336000000	0.000000000000000	1.068146802000000	0.000000000000000	1.061421403000000	0.000000000000000	1.087693713000000	0.000000000000000	0.000000000000000	0.000000000000000
-11.0	11	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.014936460000000	0.000000000000000	1.021298472000000	0.000000000000000	0.987207254400000	0.000000000000000	0.996826295300000	0.000000000000000	0.967770828700000	0.000000000000000	1.001131960000000	0.000000000000000	1.025235431000000	0.000000000000000	1.015425161000000	0.000000000000000	1.013566597000000	0.000000000000000	0.991641120200000	0.000000000000000	1.009245122000000	0.000000000000000	0.982179897600000	0.000000000000000	0.972441922500000	0.000000000000000	0.964464613200000	0.000000000000000	1.039696174000000	0.000000000000000	1.032025468000000	0.000000000000000	1.023419822000000	0.000000000000000	1.012284089000000	0.000000000000000	0.966883434400000	0.000000000000000	0.989463099100000	0.000000000000000	0.985065557300000	0.000000000000000	0.988178032900000	0.000000000000000	1.008794874000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-11.5	10	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.090605858000000	0.000000000000000	1.090693421000000	0.000000000000000	1.097048310000000	0.000000000000000	1.056878983000000	0.000000000000000	1.098669125000000	0.000000000000000	1.110524685000000	0.000000000000000	1.053431611000000	0.000000000000000	1.059022686000000	0.000000000000000	1.059777726000000	0.000000000000000	1.048717817000000	0.000000000000000	1.065625085000000	0.000000000000000	1.034435729000000	0.000000000000000	1.091486525000000	0.000000000000000	1.038926879000000	0.000000000000000	1.065640493000000	0.000000000000000	1.089406911000000	0.000000000000000	1.078595499000000	0.000000000000000	1.056731009000000	0.000000000000000	1.064171917000000	0.000000000000000	1.074030988000000	0.000000000000000	1.058111450000000	0.000000000000000	1.091934078000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-12.0	9	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.043380474000000	0.000000000000000	1.017623263000000	0.000000000000000	1.035466398000000	0.000000000000000	1.004894322000000	0.000000000000000	0.981384289100000	0.000000000000000	0.987126595100000	0.000000000000000	0.991194423700000	0.000000000000000	1.016318339000000	0.000000000000000	0.989083184000000	0.000000000000000	0.975989406000000	0.000000000000000	1.027049563000000	0.000000000000000	1.041679984000000	0.000000000000000	1.003303996000000	0.000000000000000	0.986907036800000	0.000000000000000	0.970151763100000	0.000000000000000	0.991482726400000	0.000000000000000	0.962182891900000	0.000000000000000	0.993474174100000	0.000000000000000	1.001422139000000	0.000000000000000	0.986140201200000	0.000000000000000	0.982931744200000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-12.5	8	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.077826317000000	0.000000000000000	1.054970095000000	0.000000000000000	1.067069029000000	0.000000000000000	1.091618181000000	0.000000000000000	1.071042406000000	0.000000000000000	1.061388866000000	0.000000000000000	1.079452219000000	0.000000000000000	1.066838480000000	0.000000000000000	1.060333782000000	0.000000000000000	1.046727174000000	0.000000000000000	1.052105588000000	0.000000000000000	1.060499344000000	0.000000000000000	1.047313156000000	0.000000000000000	1.048230732000000	0.000000000000000	1.038081832000000	0.000000000000000	1.045965057000000	0.000000000000000	1.091850812000000	0.000000000000000	1.030800968000000	0.000000000000000	1.035625942000000	0.000000000000000	1.089161733000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-13.0	7	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.997111581000000	0.000000000000000	1.028469712000000	0.000000000000000	1.005006604000000	0.000000000000000	0.995823513800000	0.000000000000000	0.990001012700000	0.000000000000000	1.003475776000000	0.000000000000000	0.991656803700000	0.000000000000000	1.004091430000000	0.000000000000000	1.008125991000000	0.000000000000000	0.992728495800000	0.000000000000000	1.001330475000000	0.000000000000000	0.986250238200000	0.000000000000000	1.001119772000000	0.000000000000000	0.998288931000000	0.000000000000000	1.010565355000000	0.000000000000000	0.993872842800000	0.000000000000000	0.982315361300000	0.000000000000000	0.982108114200000	0.000000000000000	0.988396348700000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-13.5	6	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.070000379000000	0.000000000000000	1.069787447000000	0.000000000000000	1.045851265000000	0.000000000000000	1.055216774000000	0.000000000000000	1.070345914000000	0.000000000000000	1.099165979000000	0.000000000000000	1.045435666000000	0.000000000000000	1.084377267000000	0.000000000000000	1.035886777000000	0.000000000000000	1.065256043000000	0.000000000000000	1.055747785000000	0.000000000000000	1.067321267000000	0.000000000000000	1.070076386000000	0.000000000000000	1.060883580000000	0.000000000000000	1.078323404000000	0.000000000000000	1.063734895000000	0.000000000000000	1.076379264000000	0.000000000000000	1.059814887000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-14.0	5	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.029247875000000	0.000000000000000	0.987003669400000	0.000000000000000	1.018053252000000	0.000000000000000	0.987472271600000	0.000000000000000	0.997908869800000	0.000000000000000	0.978308686000000	0.000000000000000	0.977315416000000	0.000000000000000	0.969090843700000	0.000000000000000	0.982298987200000	0.000000000000000	0.988449173600000	0.000000000000000	0.993220635300000	0.000000000000000	1.018157329000000	0.000000000000000	1.012912907000000	0.000000000000000	0.991269155300000	0.000000000000000	0.982536647900000	0.000000000000000	1.029542327000000	0.000000000000000	1.015080411000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-14.5	4	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.086999830000000	0.000000000000000	1.045129677000000	0.000000000000000	1.059355083000000	0.000000000000000	1.045457153000000	0.000000000000000	1.055170971000000	0.000000000000000	1.055573186000000	0.000000000000000	1.053956386000000	0.000000000000000	1.088987568000000	0.000000000000000	1.124079304000000	0.000000000000000	1.071463744000000	0.000000000000000	1.050848817000000	0.000000000000000	1.097909448000000	0.000000000000000	1.051104287000000	0.000000000000000	1.074205252000000	0.000000000000000	1.047493523000000	0.000000000000000	1.077214514000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-15.0	3	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.026285358000000	0.000000000000000	1.001510070000000	0.000000000000000	0.989037293200000	0.000000000000000	1.000006179000000	0.000000000000000	0.988570726000000	0.000000000000000	1.002069650000000	0.000000000000000	0.970807601900000	0.000000000000000	0.987658041900000	0.000000000000000	1.023034766000000	0.000000000000000	1.025195893000000	0.000000000000000	1.032226855000000	0.000000000000000	1.008182428000000	0.000000000000000	0.997674364700000	0.000000000000000	1.005598643000000	0.000000000000000	1.005591195000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-15.5	2	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.058552183000000	0.000000000000000	1.057004897000000	0.000000000000000	1.065604900000000	0.000000000000000	1.061028042000000	0.000000000000000	1.058810529000000	0.000000000000000	1.083206304000000	0.000000000000000	1.072807539000000	0.000000000000000	1.077962032000000	0.000000000000000	1.066181049000000	0.000000000000000	1.066961459000000	0.000000000000000	1.078072327000000	0.000000000000000	1.071126953000000	0.000000000000000	1.080251991000000	0.000000000000000	1.073394342000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-16.0	1	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.019765553000000	0.000000000000000	1.021042247000000	0.000000000000000	1.001923742000000	0.000000000000000	1.014091116000000	0.000000000000000	0.993124131500000	0.000000000000000	1.020380543000000	0.000000000000000	0.988241146400000	0.000000000000000	1.001073707000000	0.000000000000000	0.966809249600000	0.000000000000000	0.982098846700000	0.000000000000000	1.028656194000000	0.000000000000000	1.037786979000000	0.000000000000000	1.025999640000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
	COL	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53
	Xcm	-13.0	-12.5	-12.0	-11.5	-11.0	-10.5	-10.0	-9.5	-9.0	-8.5	-8.0	-7.5	-7.0	-6.5	-6.0	-5.5	-5.0	-4.5	-4.0	-3.5	-3.0	-2.5	-2.0	-1.5	-1.0	-0.5	0.0	0.5	1.0	1.5	2.0	2.5	3.0	3.5	4.0	4.5	5.0	5.5	6.0	6.5	7.0	7.5	8.0	8.5	9.0	9.5	10.0	10.5	11.0	11.5	12.0	12.5	13.0

Raw Counts
Ycm	ROW	
16.0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	976	0	889	0	1015	0	1097	0	1013	0	823	0	1434	0	1203	0	667	0	633	0	732	0	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.5	64	0	0	0	0	0	0	0	0	0	0	0	0	0	948	0	781	0	776	0	999	0	1054	0	1599	0	1532	0	1649	0	1595	0	1018	0	1128	0	933	0	881	0	975	0	0	0	0	0	0	0	0	0	0	0	0	0
15.0	63	0	0	0	0	0	0	0	0	0	0	0	0	1113	0	1090	0	905	0	1187	0	855	0	1353	0	1872	0	1741	0	1811	0	1669	0	1201	0	1141	0	862	0	1045	0	826	0	0	0	0	0	0	0	0	0	0	0	0
14.5	62	0	0	0	0	0	0	0	0	0	0	0	784	0	1044	0	1177	0	1238	0	969	0	1454	0	2201	0	1880	0	1585	0	1762	0	1552	0	1257	0	1353	0	1038	0	853	0	757	0	0	0	0	0	0	0	0	0	0	0
14.0	61	0	0	0	0	0	0	0	0	0	0	1181	0	1295	0	1230	0	1026	0	1138	0	1148	0	1394	0	2057	0	2129	0	2058	0	1842	0	1590	0	927	0	1304	0	1148	0	1385	0	761	0	0	0	0	0	0	0	0	0	0
13.5	60	0	0	0	0	0	0	0	0	0	1197	0	1348	0	1478	0	1252	0	1404	0	1402	0	1587	0	2126	0	2246	0	1980	0	2057	0	1779	0	1410	0	1183	0	1477	0	1266	0	1255	0	1125	0	0	0	0	0	0	0	0	0
13.0	59	0	0	0	0	0	0	0	0	867	0	1212	0	1468	0	638	0	1533	0	1491	0	1706	0	2378	0	2413	0	2862	0	2130	0	2426	0	1384	0	1608	0	1457	0	1470	0	1235	0	1551	0	890	0	0	0	0	0	0	0	0
12.5	58	0	0	0	0	0	0	0	1223	0	1263	0	1347	0	1475	0	1568	0	1579	0	2058	0	1769	0	2608	0	2529	0	2267	0	2477	0	2151	0	1850	0	1970	0	1843	0	1425	0	1740	0	1129	0	1154	0	0	0	0	0	0	0
12.0	57	0	0	0	0	0	0	926	0	1450	0	1545	0	1580	0	1729	0	1976	0	2252	0	1896	0	2337	0	2985	0	3078	0	2953	0	2781	0	2299	0	1905	0	2005	0	1806	0	1426	0	1354	0	1521	0	1315	0	0	0	0	0	0
11.5	56	0	0	0	0	0	1454	0	1102	0	1546	0	1728	0	2088	0	1785	0	2339	0	2581	0	2625	0	3255	0	3346	0	3300	0	3299	0	2626	0	2228	0	2435	0	2070	0	2080	0	2034	0	1517	0	1549	0	1271	0	0	0	0	0
11.0	55	0	0	0	0	1528	0	1511	0	1751	0	1990	0	2238	0	1861	0	2536	0	2735	0	2638	0	3818	0	4228	0	3180	0	4071	0	3814	0	2887	0	2638	0	2235	0	1951	0	2170	0	1850	0	1792	0	1796	0	1471	0	0	0	0
10.5	54	0	0	0	1582	0	1797	0	1504	0	2006	0	2502	0	2218	0	2798	0	2675	0	3217	0	3418	0	4313	0	3956	0	4334	0	4353	0	3545	0	3671	0	3213	0	2697	0	2344	0	2324	0	1923	0	1752	0	1638	0	1437	0	0	0
10.0	53	0	0	1488	0	1891	0	2090	0	2102	0	2551	0	2852	0	3394	0	3680	0	3807	0	4244	0	4415	0	5269	0	4989	0	4986	0	5320	0	4192	0	3860	0	3437	0	3355	0	2689	0	2504	0	1961	0	1888	0	1480	0	1607	0	0
9.5	52	0	1550	0	1562	0	2165	0	2240	0	2470	0	2880	0	3294	0	3777	0	4124	0	4151	0	5043	0	5513	0	5793	0	5380	0	5681	0	4915	0	3943	0	4407	0	3707	0	3129	0	2803	0	2711	0	2022	0	1897	0	1532	0	1468	0
9.0	51	1338	0	1798	0	2547	0	2287	0	2654	0	2948	0	3873	0	4282	0	4910	0	4491	0	5688	0	6576	0	7033	0	7150	0	7136	0	6289	0	5880	0	5267	0	4987	0	3916	0	3622	0	2832	0	2722	0	2352	0	2196	0	1750	0	1687
8.5	50	0	1212	0	2022	0	2362	0	2801	0	3431	0	3909	0	4385	0	5018	0	5911	0	6284	0	6807	0	7683	0	8348	0	7930	0	7983	0	6453	0	6309	0	5887	0	4837	0	4245	0	3441	0	3210	0	2903	0	2510	0	1963	0	1424	0
8.0	49	1756	0	2032	0	2412	0	3040	0	3619	0	3546	0	4417	0	5565	0	6343	0	7320	0	8627	0	9793	0	9954	0	10580	0	10048	0	9153	0	8348	0	7865	0	6870	0	6085	0	4647	0	3713	0	3221	0	3199	0	2219	0	1994	0	1479
7.5	48	0	1903	0	2414	0	2951	0	3830	0	3893	0	4910	0	6231	0	7484	0	8544	0	9374	0	10393	0	11600	0	11804	0	11701	0	11460	0	11037	0	9874	0	8564	0	7789	0	6454	0	5072	0	4213	0	3508	0	2886	0	2448	0	1931	0
7.0	47	1652	0	2512	0	2785	0	3285	0	4033	0	4782	0	6551	0	8367	0	10476	0	11476	0	13512	0	14700	0	15510	0	15283	0	16347	0	14373	0	12838	0	12373	0	10507	0	8074	0	6800	0	5591	0	4283	0	3406	0	2953	0	2095	0	1744
6.5	46	0	2182	0	2660	0	3504	0	3995	0	5239	0	6133	0	8431	0	10989	0	13658	0	16065	0	17955	0	19202	0	19468	0	19426	0	20038	0	17747	0	15795	0	14382	0	11909	0	8487	0	6625	0	5144	0	4373	0	3594	0	2827	0	2406	0
6.0	45	2087	0	3567	0	3888	0	4598	0	5190	0	6892	0	8889	0	12817	0	16843	0	25193	0	27391	0	28938	0	29231	0	29771	0	29306	0	28104	0	26375	0	23700	0	18688	0	12514	0	8810	0	6742	0	5102	0	4148	0	3597	0	2676	0	2688
5.5	44	0	2802	0	2952	0	4329	0	5269	0	6556	0	8416	0	12198	0	19759	0	47469	0	52619	0	55805	0	55875	0	56606	0	55023	0	55645	0	53279	0	51340	0	44680	0	20490	0	11656	0	8753	0	6286	0	5274	0	3955	0	3115	0	2316	0
5.0	43	2768	0	3745	0	4340	0	5548	0	7188	0	9102	0	11664	0	20934	0	169563	0	318541	0	326691	0	331797	0	331187	0	322818	0	332357	0	332106	0	327502	0	309089	0	212552	0	21580	0	12521	0	8723	0	6819	0	5261	0	4366	0	3506	0	2733
4.5	42	0	3197	0	4037	0	4636	0	6468	0	8429	0	11144	0	15983	0	43494	0	327254	0	355448	0	353831	0	350199	0	359090	0	368448	0	345981	0	354445	0	349210	0	334742	0	48122	0	16786	0	11192	0	8179	0	6437	0	4808	0	3684	0	2905	0
4.0	41	2792	0	4199	0	4511	0	5962	0	7468	0	11080	0	15427	0	25113	0	190313	0	372502	0	388449	0	394185	0	365236	0	398875	0	379520	0	396280	0	389552	0	382329	0	240809	0	27689	0	15497	0	11154	0	7937	0	5650	0	4706	0	3877	0	2806
3.5	40	0	3309	0	4517	0	5570	0	6490	0	9538	0	12148	0	19057	0	48164	0	339715	0	360718	0	361242	0	378081	0	374437	0	366390	0	378479	0	363530	0	356119	0	346391	0	55600	0	19561	0	12909	0	9595	0	7080	0	5287	0	4420	0	3468	0
3.0	39	3101	0	4314	0	5252	0	7018	0	8402	0	11272	0	16910	0	28722	0	194314	0	381660	0	406906	0	394752	0	393887	0	404272	0	404409	0	390762	0	400761	0	388493	0	250074	0	29564	0	16340	0	11825	0	8411	0	6999	0	4958	0	3845	0	3361
2.5	38	0	3247	0	4488	0	5449	0	7013	0	10040	0	13445	0	20359	0	51691	0	335020	0	368039	0	365041	0	372028	0	376598	0	374006	0	366532	0	371802	0	369990	0	341170	0	59127	0	20751	0	13683	0	9877	0	7521	0	5720	0	4686	0	3262	0
2.0	37	3415	0	4097	0	5304	0	7084	0	9358	0	12414	0	17588	0	29834	0	208495	0	385733	0	387092	0	402196	0	400904	0	399600	0	389457	0	383008	0	388322	0	377362	0	243484	0	31187	0	17747	0	12064	0	9487	0	7123	0	5193	0	4474	0	3301
1.5	36	0	3474	0	4817	0	6011	0	7333	0	10111	0	13910	0	21039	0	51352	0	352250	0	359900	0	374184	0	369420	0	369089	0	373525	0	364074	0	369553	0	364128	0	342310	0	56534	0	21738	0	14209	0	10355	0	7837	0	6199	0	4617	0	3783	0
